applicant_id,age,annual_income,employment_years,credit_score,home_ownership,loan_purpose,loan_amount,loan_term_months,interest_rate,debt_to_income_ratio,loan_to_income_ratio,num_credit_lines,previous_defaults,is_default
200604,30,50900000.0,9.7,748.0,MORTGAGE,부채통합,18080000.0,24,9.01,0.514,0.355,8,0,0
200056,66,31770000.0,10.4,657.0,RENT,부채통합,1470000.0,24,13.57,0.178,0.046,3,2,1
200610,56,29690000.0,4.0,729.0,MORTGAGE,자동차구입,8210000.0,36,10.97,0.31,0.277,7,0,0
200878,48,52950000.0,6.3,578.0,RENT,부채통합,7680000.0,36,14.5,0.273,0.145,5,0,0
201097,25,26800000.0,0.0,567.0,MORTGAGE,기타,1800000.0,12,14.57,0.314,0.067,9,3,1
200106,24,52950000.0,14.7,533.0,RENT,사업자금,22900000.0,36,16.73,0.405,0.432,7,1,1
200164,66,52740000.0,16.9,850.0,RENT,기타,10530000.0,36,6.73,0.164,0.2,5,0,0
200716,45,48500000.0,13.3,581.0,MORTGAGE,부채통합,2670000.0,36,14.33,0.168,0.055,5,2,1
200687,33,31100000.0,0.0,611.0,MORTGAGE,의료비,7220000.0,24,12.64,0.318,0.232,4,0,0
200981,63,60840000.0,4.9,655.0,MORTGAGE,부채통합,6610000.0,24,12.28,0.126,0.109,1,0,0
200964,36,63840000.0,10.7,742.0,OWN,사업자금,20260000.0,36,8.48,0.247,0.317,6,1,0
200987,36,53390000.0,0.6,,RENT,사업자금,7020000.0,36,15.29,0.175,0.131,2,2,1
200519,64,31340000.0,5.7,711.0,RENT,부채통합,12360000.0,24,10.4,0.392,0.394,6,0,0
201091,24,43840000.0,8.4,781.0,MORTGAGE,부채통합,17750000.0,60,8.63,0.552,0.405,5,0,0
200754,31,,7.9,422.0,MORTGAGE,사업자금,14680000.0,12,17.99,0.288,0.458,3,0,1
201122,44,43680000.0,5.4,850.0,OWN,주택개선,14120000.0,36,5.48,0.306,0.323,1,0,0
200547,30,47130000.0,5.0,735.0,RENT,의료비,11430000.0,48,11.74,0.236,0.243,5,0,0
200862,57,80970000.0,0.8,696.0,RENT,기타,6030000.0,12,11.49,0.146,0.074,0,0,0
200836,38,47410000.0,14.8,659.0,MORTGAGE,자동차구입,13670000.0,24,12.44,0.363,0.288,8,0,0
200407,33,35020000.0,10.3,762.0,RENT,교육,226930000.0,48,8.96,0.562,0.766,9,0,0
201150,54,43250000.0,13.2,622.0,RENT,기타,20770000.0,36,12.54,0.445,0.48,8,0,0
200883,37,833370000.0,2.9,510.0,MORTGAGE,의료비,15410000.0,24,14.55,0.5,0.694,2,0,1
200447,40,19140000.0,9.2,587.0,RENT,주택개선,33480000.0,48,14.24,1.181,1.749,9,0,0
200480,67,46890000.0,15.7,656.0,OWN,부채통합,3850000.0,24,13.65,0.103,0.082,9,1,1
201003,35,27510000.0,13.3,579.0,OWN,주택개선,9630000.0,36,14.81,0.276,0.35,8,0,0
201041,40,28600000.0,7.5,667.0,MORTGAGE,교육,14260000.0,24,13.27,0.518,0.499,5,0,1
200262,67,43580000.0,9.8,585.0,OWN,부채통합,26240000.0,60,13.5,0.411,0.602,6,1,0
200295,33,,4.6,793.0,RENT,부채통합,12970000.0,48,9.68,0.235,0.536,3,0,1
200550,40,21930000.0,6.8,615.0,RENT,자동차구입,10160000.0,24,14.0,0.409,0.463,3,0,0
200812,68,34470000.0,5.4,629.0,OWN,자동차구입,36280000.0,36,10.54,0.661,1.053,4,0,0
200627,22,57220000.0,8.1,488.0,RENT,부채통합,19800000.0,36,16.9,0.272,0.346,4,0,1
200270,67,27390000.0,10.9,684.0,RENT,부채통합,13050000.0,24,9.19,0.409,0.476,3,0,0
200160,28,118690000.0,0.0,609.0,MORTGAGE,자동차구입,40830000.0,24,11.5,0.266,0.344,7,0,0
200786,54,47240000.0,4.5,659.0,OWN,주택개선,17650000.0,60,11.57,0.315,0.374,5,0,1
200334,50,53550000.0,10.3,627.0,MORTGAGE,부채통합,18950000.0,12,13.29,0.341,0.354,3,0,0
200280,65,48160000.0,7.7,641.0,OWN,자동차구입,17160000.0,48,10.37,0.391,0.356,1,0,0
200032,48,76890000.0,9.9,712.0,MORTGAGE,부채통합,5540000.0,36,11.82,0.154,0.072,4,0,0
200534,65,37120000.0,3.6,515.0,MORTGAGE,부채통합,5210000.0,36,17.82,0.246,0.14,6,0,1
200978,67,71400000.0,7.8,839.0,RENT,부채통합,10600000.0,24,7.67,0.207,0.148,4,0,0
200015,45,31920000.0,3.8,729.0,RENT,교육,6470000.0,36,11.22,0.317,0.203,2,1,0
200785,55,82160000.0,0.7,625.0,RENT,주택개선,3790000.0,48,14.43,0.233,0.046,3,0,0
200393,26,46600000.0,9.9,786.0,RENT,사업자금,12760000.0,24,8.65,0.398,0.274,10,0,0
200423,62,52700000.0,6.3,550.0,RENT,자동차구입,3430000.0,24,16.75,0.33,0.065,5,0,0
200992,25,36080000.0,1.5,752.0,MORTGAGE,부채통합,5860000.0,12,9.81,0.184,0.162,5,1,0
201108,28,33720000.0,5.1,797.0,OWN,부채통합,11090000.0,60,8.96,0.16,0.329,4,0,0
200853,58,40050000.0,0.8,850.0,OWN,사업자금,10770000.0,24,9.07,0.166,0.269,3,0,0
200842,48,62260000.0,7.5,747.0,MORTGAGE,의료비,7680000.0,12,7.06,0.112,0.123,4,0,0
200237,62,61570000.0,0.0,663.0,OWN,자동차구입,31460000.0,24,10.94,,0.511,2,0,0
200467,44,39930000.0,0.1,560.0,MORTGAGE,자동차구입,11450000.0,48,15.25,0.299,0.287,8,0,0
200292,66,64140000.0,14.2,560.0,MORTGAGE,기타,41750000.0,60,14.9,0.386,0.651,0,3,1
200234,60,29320000.0,0.9,627.0,OWN,주택개선,16790000.0,36,12.26,0.443,0.573,3,0,0
200819,50,52410000.0,0.0,647.0,RENT,교육,6650000.0,24,13.73,0.205,0.127,4,0,0
200410,49,63450000.0,0.0,493.0,RENT,기타,20600000.0,36,18.31,0.298,0.325,3,0,1
200809,35,41350000.0,10.1,839.0,RENT,의료비,4800000.0,48,7.0,0.084,0.116,6,0,0
200320,24,26840000.0,2.4,573.0,RENT,사업자금,3500000.0,36,14.77,0.299,0.13,9,1,1
200867,41,65040000.0,10.5,507.0,MORTGAGE,교육,1390000.0,36,16.22,0.19,0.021,3,2,1
200782,55,79070000.0,7.3,707.0,MORTGAGE,기타,20090000.0,24,8.99,0.356,0.254,8,0,0
200915,35,73040000.0,1.8,592.0,RENT,자동차구입,29460000.0,12,14.01,0.311,0.403,4,0,0
200621,42,31680000.0,7.0,685.0,MORTGAGE,기타,9620000.0,60,9.71,0.392,0.304,4,0,0
200060,46,37930000.0,,738.0,RENT,자동차구입,6220000.0,60,9.71,0.301,0.164,2,1,0
200875,27,72400000.0,0.0,689.0,RENT,의료비,6990000.0,36,10.61,0.277,0.097,3,1,0
200722,34,109160000.0,14.0,850.0,OWN,의료비,25730000.0,48,6.83,0.277,0.236,4,0,0
200462,37,27060000.0,0.0,635.0,OWN,기타,17350000.0,36,13.37,0.583,0.641,4,0,1
201032,43,34230000.0,7.4,629.0,MORTGAGE,부채통합,10520000.0,36,12.93,0.142,0.307,2,0,0
200535,57,72660000.0,17.2,759.0,MORTGAGE,자동차구입,6390000.0,60,8.22,0.257,0.088,4,0,0
200357,64,20640000.0,0.0,642.0,RENT,의료비,22870000.0,36,12.1,0.846,1.108,4,0,0
201039,39,49750000.0,5.2,850.0,OWN,기타,7780000.0,24,8.59,0.299,0.156,5,0,0
200402,60,40640000.0,10.3,643.0,MORTGAGE,부채통합,14740000.0,12,14.27,0.335,0.363,6,0,0
201139,61,52510000.0,9.2,746.0,MORTGAGE,자동차구입,1270000.0,12,11.61,0.202,0.024,4,0,0
200372,24,39340000.0,6.5,649.0,MORTGAGE,사업자금,17090000.0,48,10.89,0.546,0.434,2,0,0
200400,47,43150000.0,0.0,673.0,RENT,자동차구입,16070000.0,36,12.61,0.335,0.372,4,0,0
200589,28,32320000.0,1.7,650.0,MORTGAGE,교육,3840000.0,60,12.28,0.335,0.119,10,0,0
200858,56,51320000.0,3.2,644.0,RENT,부채통합,35180000.0,36,10.5,0.49,0.686,2,0,0
201044,52,29290000.0,0.8,534.0,MORTGAGE,주택개선,10260000.0,24,15.23,0.344,0.35,5,0,1
200038,51,65130000.0,0.0,,RENT,교육,8100000.0,60,8.86,0.232,0.124,6,1,0
200647,65,30400000.0,6.6,611.0,RENT,부채통합,14770000.0,36,15.12,0.308,0.486,6,0,0
200107,53,31170000.0,6.4,745.0,MORTGAGE,자동차구입,4650000.0,12,8.71,0.262,0.149,1,1,0
200323,0,33520000.0,10.7,800.0,RENT,사업자금,28530000.0,60,6.85,0.613,0.851,4,0,0
200352,41,45110000.0,8.4,731.0,RENT,부채통합,17060000.0,36,9.73,0.367,0.378,1,0,0
200357,64,20640000.0,0.0,642.0,RENT,의료비,22870000.0,36,12.1,0.846,1.108,4,0,0
200252,32,32280000.0,0.2,659.0,OWN,사업자금,13250000.0,60,11.06,0.34,0.41,7,1,0
200675,29,64900000.0,6.3,545.0,OWN,교육,3760000.0,36,14.91,0.394,0.058,1,0,0
200391,27,56820000.0,11.4,758.0,RENT,교육,15150000.0,24,8.81,0.314,0.267,3,2,0
200444,31,66170000.0,11.8,564.0,RENT,기타,2300000.0,36,14.79,0.222,0.035,2,0,0
201082,66,22000000.0,5.0,711.0,RENT,기타,5790000.0,24,10.52,0.248,0.263,7,0,0
200216,54,43840000.0,14.0,616.0,RENT,교육,10140000.0,36,15.8,0.324,0.231,4,1,1
200339,28,64580000.0,18.6,677.0,RENT,기타,3660000.0,36,11.45,0.142,0.057,6,0,0
200057,61,71100000.0,15.5,586.0,RENT,사업자금,17540000.0,12,13.71,0.271,0.247,3,0,0
200182,23,35600000.0,16.2,791.0,RENT,주택개선,1000000.0,24,11.87,0.128,0.028,4,0,0
200054,44,83570000.0,6.4,580.0,OWN,주택개선,8760000.0,48,13.64,0.195,0.105,6,1,1
200633,34,23810000.0,12.7,681.0,RENT,의료비,18470000.0,48,10.34,,0.776,2,0,0
201107,61,44060000.0,7.7,601.0,OWN,주택개선,12500000.0,36,13.27,0.445,0.284,7,0,0
200347,26,24200000.0,12.3,648.0,RENT,부채통합,9610000.0,60,13.13,0.436,0.397,5,2,0
201009,60,25360000.0,16.9,777.0,RENT,교육,2790000.0,24,9.19,0.19,0.11,6,0,0
200152,62,70110000.0,10.4,731.0,MORTGAGE,사업자금,1310000.0,60,11.13,0.171,0.019,3,0,0
200966,42,30070000.0,6.5,,MORTGAGE,부채통합,18470000.0,24,11.91,0.628,0.614,3,0,0
200990,54,63030000.0,0.0,500.0,RENT,부채통합,23320000.0,24,17.61,0.287,0.37,6,0,0
200231,49,42710000.0,0.0,823.0,MORTGAGE,의료비,19300000.0,48,8.35,0.429,0.452,3,0,0
200525,65,32550000.0,0.0,742.0,MORTGAGE,기타,7720000.0,60,10.09,0.191,0.237,6,1,0
200761,60,19230000.0,,574.0,MORTGAGE,자동차구입,11120000.0,24,15.52,0.464,0.578,6,0,0
200932,40,77840000.0,2.0,758.0,OWN,기타,9840000.0,60,9.41,0.302,0.126,6,0,0
201142,61,57810000.0,4.6,607.0,RENT,사업자금,10430000.0,36,14.07,0.2,0.18,4,0,0
200258,30,,6.6,845.0,RENT,부채통합,34940000.0,60,8.18,1.019,1.382,5,0,0
200389,27,43740000.0,,743.0,RENT,기타,18620000.0,48,10.1,0.453,0.426,3,1,0
200526,28,105170000.0,7.0,567.0,OWN,의료비,16900000.0,36,15.2,0.26,0.161,1,0,0
200186,44,43300000.0,3.6,583.0,RENT,부채통합,19190000.0,12,15.59,0.333,0.443,4,0,1
200044,29,69980000.0,4.0,625.0,MORTGAGE,의료비,14020000.0,48,15.79,0.408,0.2,5,0,0
200474,53,23810000.0,7.6,697.0,RENT,교육,10870000.0,24,12.65,0.354,0.457,11,0,0
201033,33,22380000.0,6.2,725.0,OWN,의료비,16160000.0,12,11.07,0.372,0.722,4,0,0
200143,22,62120000.0,4.5,579.0,RENT,부채통합,7540000.0,24,15.1,0.114,0.121,2,0,0
200771,65,36400000.0,9.7,537.0,RENT,사업자금,10190000.0,48,16.57,0.346,0.28,4,1,1
201055,25,45830000.0,2.7,610.0,RENT,부채통합,30730000.0,36,12.55,0.602,0.671,4,1,0
200731,45,48780000.0,2.8,850.0,RENT,의료비,13230000.0,36,8.59,0.253,0.271,12,0,0
200683,40,54370000.0,8.1,460.0,RENT,사업자금,36080000.0,12,19.79,0.526,0.664,5,0,1
200666,58,46670000.0,5.3,762.0,OWN,사업자금,13430000.0,24,7.62,0.288,0.288,3,0,0
200797,40,16370000.0,5.4,655.0,MORTGAGE,자동차구입,22560000.0,36,12.53,0.973,1.378,9,0,0
200330,50,32060000.0,6.9,586.0,MORTGAGE,자동차구입,15560000.0,12,13.96,0.38,0.485,13,1,1
200513,50,71010000.0,2.2,764.0,RENT,주택개선,15390000.0,60,9.3,0.337,0.217,4,0,0
200815,43,20120000.0,0.0,575.0,MORTGAGE,의료비,21010000.0,12,14.38,0.753,1.044,7,0,0
200580,65,36720000.0,8.6,616.0,RENT,의료비,17730000.0,24,13.92,0.369,0.483,3,0,0
200748,67,54870000.0,6.7,655.0,MORTGAGE,부채통합,5030000.0,48,13.51,0.215,0.092,6,1,0
200959,27,865790000.0,7.7,538.0,MORTGAGE,교육,7740000.0,24,18.65,0.235,0.249,1,0,1
200784,62,17690000.0,0.5,725.0,RENT,의료비,26760000.0,36,9.0,1.099,1.513,4,1,0
201079,40,25660000.0,2.8,849.0,RENT,의료비,8820000.0,48,6.7,0.194,0.344,3,0,0
200850,22,41860000.0,3.1,708.0,RENT,자동차구입,21690000.0,36,11.37,0.471,0.518,4,0,0
200936,59,87390000.0,5.0,534.0,OWN,부채통합,9250000.0,24,16.19,0.057,0.106,6,0,0
200891,57,38940000.0,14.5,753.0,MORTGAGE,사업자금,12010000.0,24,10.08,0.256,0.308,1,0,0
201066,42,58990000.0,15.4,753.0,RENT,사업자금,25280000.0,36,10.33,0.325,0.429,7,0,0
201043,34,35600000.0,10.3,,MORTGAGE,기타,18690000.0,24,13.26,0.324,0.525,8,0,0
200284,49,33260000.0,11.0,652.0,RENT,자동차구입,3840000.0,36,12.1,0.157,0.115,7,1,0
200418,62,72720000.0,,769.0,RENT,교육,26460000.0,36,9.96,0.37,0.364,3,3,0
200983,38,756360000.0,4.7,636.0,OWN,기타,1450000.0,60,13.26,0.178,0.012,2,0,0
200793,25,57540000.0,0.0,569.0,OWN,교육,13430000.0,36,15.53,0.239,0.233,2,0,0
200115,41,45290000.0,3.2,522.0,OWN,의료비,13270000.0,48,16.6,0.252,0.293,3,0,0
200844,58,75910000.0,6.2,729.0,MORTGAGE,부채통합,15470000.0,48,9.59,0.24,0.204,3,2,0
200290,41,41770000.0,1.2,621.0,RENT,부채통합,17050000.0,36,11.11,0.353,0.408,9,0,0
200746,69,26150000.0,7.9,647.0,MORTGAGE,부채통합,22330000.0,36,12.32,0.512,0.854,4,0,0
201072,31,64300000.0,11.4,839.0,RENT,자동차구입,5270000.0,24,7.4,0.397,0.082,3,1,0
200272,43,62040000.0,4.6,582.0,RENT,자동차구입,13660000.0,24,11.49,0.285,0.22,4,0,1
200868,48,64470000.0,,610.0,OWN,부채통합,25920000.0,60,11.23,0.379,0.402,5,0,0
200314,37,41320000.0,11.3,800.0,RENT,기타,3890000.0,24,9.44,0.259,0.094,5,0,0
201067,68,46050000.0,8.7,520.0,OWN,기타,27790000.0,36,17.28,0.427,0.603,2,0,1
200285,61,47330000.0,9.8,627.0,RENT,주택개선,5610000.0,36,13.68,0.443,0.119,3,0,0
200130,43,29160000.0,0.0,601.0,OWN,부채통합,6220000.0,36,14.57,0.175,0.213,3,0,0
200396,36,77700000.0,11.0,,OWN,기타,4060000.0,48,11.16,0.317,0.052,2,0,0
200327,50,36310000.0,7.6,669.0,OWN,주택개선,6220000.0,48,12.1,0.275,0.171,5,0,0
200886,0,22760000.0,15.5,472.0,MORTGAGE,사업자금,30880000.0,60,16.72,0.866,1.357,3,0,0
200855,44,44130000.0,0.4,668.0,RENT,기타,14600000.0,36,11.3,0.244,0.331,5,0,0
200742,28,66470000.0,15.0,624.0,OWN,부채통합,16180000.0,12,12.83,0.173,0.243,5,0,0
200041,44,41710000.0,8.5,569.0,RENT,자동차구입,24110000.0,60,15.73,0.388,0.578,9,0,0
200307,36,20430000.0,5.6,828.0,RENT,주택개선,9210000.0,60,8.67,0.469,0.451,8,0,0
200374,23,52340000.0,5.2,755.0,RENT,교육,37740000.0,12,11.81,0.55,0.721,3,0,0
200788,57,41160000.0,0.3,525.0,RENT,자동차구입,2210000.0,24,15.07,0.129,0.054,4,1,1
200496,53,39730000.0,3.5,660.0,MORTGAGE,의료비,25640000.0,24,11.75,0.488,0.645,2,0,0
200273,31,55830000.0,6.9,638.0,MORTGAGE,교육,7380000.0,12,12.77,0.287,0.132,3,0,0
200009,24,,11.7,562.0,MORTGAGE,자동차구입,7610000.0,36,13.33,0.232,0.126,6,0,0
200802,37,54530000.0,8.7,790.0,MORTGAGE,사업자금,26130000.0,36,8.08,0.268,0.479,6,0,0
200710,27,47580000.0,3.5,632.0,RENT,교육,25290000.0,60,14.59,0.453,0.532,4,0,1
200653,42,58640000.0,15.8,563.0,RENT,사업자금,11170000.0,24,15.23,,0.19,8,0,0
200903,61,,8.1,543.0,MORTGAGE,부채통합,168640000.0,36,16.35,0.345,0.214,3,0,1
200398,67,76220000.0,16.3,566.0,MORTGAGE,부채통합,4260000.0,60,16.25,0.146,0.056,6,0,0
200415,44,15000000.0,2.6,527.0,RENT,사업자금,18450000.0,36,14.98,0.843,1.23,4,0,1
200810,26,74000000.0,9.9,805.0,RENT,주택개선,35690000.0,24,9.63,0.396,0.482,6,0,0
200879,58,41440000.0,2.2,560.0,MORTGAGE,교육,17780000.0,12,15.8,0.357,0.429,6,0,1
200505,36,66790000.0,3.8,614.0,OWN,부채통합,1000000.0,12,11.87,0.126,0.015,5,0,0
200533,57,32590000.0,8.7,679.0,MORTGAGE,교육,13180000.0,12,9.91,0.397,0.404,1,0,0
200930,61,101710000.0,2.7,682.0,MORTGAGE,자동차구입,5970000.0,24,12.67,0.207,0.059,5,1,0
200637,60,,11.1,561.0,RENT,의료비,5180000.0,36,15.22,0.238,0.128,3,1,1
200825,61,74580000.0,7.7,596.0,MORTGAGE,부채통합,9310000.0,36,15.9,0.097,0.125,6,0,0
200919,66,55230000.0,10.8,627.0,OWN,의료비,7940000.0,24,14.27,0.207,0.144,6,0,0
200492,40,697650000.0,2.6,709.0,OWN,교육,7240000.0,12,8.4,0.306,0.252,2,0,0
200080,29,24780000.0,3.7,629.0,MORTGAGE,기타,18230000.0,36,13.52,0.381,0.736,5,0,0
200942,23,,11.0,788.0,OWN,사업자금,3230000.0,24,9.4,0.126,0.053,6,0,0
200343,33,44610000.0,7.6,745.0,RENT,주택개선,9940000.0,36,8.89,0.39,0.223,2,0,0
201150,54,43250000.0,13.2,622.0,RENT,기타,20770000.0,36,12.54,0.445,0.48,8,0,0
200050,23,101210000.0,4.0,755.0,RENT,교육,14360000.0,24,9.42,0.226,0.142,6,0,0
200251,33,85210000.0,8.0,714.0,RENT,주택개선,6730000.0,48,10.34,0.23,0.079,6,0,0
200957,40,56400000.0,3.8,698.0,OWN,기타,17310000.0,12,9.58,0.218,0.307,4,1,0
200021,61,19640000.0,6.5,644.0,MORTGAGE,자동차구입,33610000.0,48,12.03,1.03,1.711,2,0,0
200570,58,41650000.0,3.1,567.0,RENT,의료비,16520000.0,24,16.9,0.328,0.397,4,0,0
200781,62,47460000.0,0.6,696.0,MORTGAGE,자동차구입,21620000.0,12,11.89,0.304,0.456,7,0,0
200136,26,27610000.0,10.6,555.0,RENT,교육,1800000.0,24,15.34,0.082,0.065,3,0,0
200537,62,86530000.0,0.0,560.0,RENT,사업자금,3020000.0,24,14.36,,0.035,5,1,1
200568,46,39310000.0,3.4,689.0,MORTGAGE,교육,8920000.0,24,11.22,0.253,0.227,2,0,0
200654,26,49540000.0,6.8,719.0,RENT,의료비,7870000.0,36,9.77,0.152,0.159,7,0,0
200994,63,28200000.0,14.9,670.0,MORTGAGE,사업자금,26850000.0,60,11.52,0.655,0.952,5,0,0
200482,40,,5.5,848.0,OWN,사업자금,1940000.0,48,8.73,0.119,0.059,3,0,0
200034,69,32780000.0,9.0,850.0,OWN,자동차구입,26710000.0,48,7.17,0.484,0.815,2,0,0
200869,23,69890000.0,,756.0,RENT,자동차구입,7580000.0,48,10.75,0.235,0.108,3,0,0
200383,68,42260000.0,4.3,637.0,MORTGAGE,사업자금,19480000.0,24,13.86,0.58,0.461,8,0,0
200026,34,34070000.0,9.0,717.0,MORTGAGE,부채통합,15170000.0,36,11.31,0.453,0.445,5,0,0
200048,24,33730000.0,11.5,665.0,RENT,사업자금,2210000.0,24,12.08,0.165,0.066,9,1,0
200985,37,,2.3,579.0,RENT,부채통합,15330000.0,36,11.29,0.336,0.375,5,0,0
200175,24,57380000.0,6.5,612.0,RENT,부채통합,16880000.0,12,12.64,0.241,0.294,2,0,0
200030,46,39730000.0,6.7,406.0,RENT,부채통합,3240000.0,36,19.41,0.21,0.082,1,0,1
200572,31,37550000.0,3.3,738.0,RENT,자동차구입,10480000.0,48,9.25,0.372,0.279,3,0,0
200154,67,40270000.0,0.0,508.0,OWN,의료비,28820000.0,60,16.27,0.432,0.716,2,3,1
200713,49,40140000.0,,691.0,OWN,기타,6680000.0,36,9.36,0.402,0.166,5,0,0
200750,33,68520000.0,0.0,549.0,MORTGAGE,사업자금,34910000.0,48,15.18,0.294,0.509,4,0,0
201028,57,34590000.0,5.2,815.0,RENT,주택개선,9400000.0,24,5.97,0.22,0.272,9,2,0
200162,31,68530000.0,8.3,422.0,OWN,주택개선,10840000.0,12,18.35,0.055,0.158,4,0,1
200245,45,41990000.0,9.1,741.0,RENT,의료비,9580000.0,36,7.76,0.213,0.228,0,0,0
200511,62,684170000.0,12.8,686.0,RENT,부채통합,12130000.0,36,12.17,0.054,0.097,8,1,0
200159,35,39010000.0,5.3,606.0,OWN,부채통합,32270000.0,36,12.65,0.741,0.827,3,0,0
200531,52,115860000.0,,734.0,RENT,주택개선,10800000.0,24,9.33,0.18,0.093,5,1,0
200502,39,52240000.0,3.5,551.0,MORTGAGE,부채통합,15970000.0,24,16.49,0.408,0.306,6,0,1
200433,53,32810000.0,2.5,678.0,MORTGAGE,자동차구입,23580000.0,48,10.17,0.59,0.719,6,0,0
200917,30,22830000.0,4.4,737.0,OWN,부채통합,48680000.0,60,9.41,,2.132,5,0,1
201074,28,73620000.0,5.9,672.0,RENT,자동차구입,3240000.0,36,9.5,0.22,0.044,4,0,0
201016,48,93220000.0,3.6,604.0,RENT,교육,10300000.0,60,13.37,0.128,0.11,6,0,0
200062,45,51420000.0,4.3,727.0,MORTGAGE,사업자금,19600000.0,60,11.97,0.414,0.381,9,0,1
200367,64,38200000.0,0.1,564.0,RENT,자동차구입,13270000.0,36,13.53,0.393,0.347,2,3,1
201103,33,42130000.0,9.0,670.0,OWN,사업자금,15660000.0,12,12.99,0.316,0.372,5,0,0
200055,60,36040000.0,9.7,591.0,MORTGAGE,주택개선,7960000.0,12,14.29,0.361,0.221,4,0,0
200585,24,82040000.0,7.7,566.0,OWN,의료비,16480000.0,48,14.85,0.151,0.201,6,0,0
200681,27,27950000.0,14.2,671.0,MORTGAGE,부채통합,9270000.0,12,10.83,0.254,0.332,9,0,0
200856,41,,7.6,741.0,RENT,부채통합,7910000.0,24,8.38,0.242,0.148,4,0,0
200923,25,64680000.0,8.4,596.0,MORTGAGE,교육,9220000.0,12,12.48,0.044,0.143,3,1,0
200025,56,29670000.0,9.1,583.0,MORTGAGE,자동차구입,21590000.0,36,13.94,0.686,0.728,3,1,0
200299,47,43580000.0,19.4,740.0,RENT,교육,13270000.0,12,10.83,0.366,0.304,2,0,0
200557,25,43460000.0,7.3,782.0,RENT,교육,3220000.0,48,9.48,0.245,0.074,7,1,0
200576,47,21010000.0,10.2,781.0,RENT,부채통합,10830000.0,24,8.72,0.552,0.515,2,0,0
200019,27,33400000.0,15.7,608.0,RENT,교육,11240000.0,12,13.48,0.466,0.337,4,0,0
200948,49,26590000.0,12.9,507.0,RENT,부채통합,8990000.0,36,14.47,0.26,0.338,2,0,1
200255,65,35960000.0,0.9,652.0,MORTGAGE,교육,10600000.0,48,12.72,0.281,0.295,5,0,1
200226,29,37830000.0,3.8,695.0,RENT,의료비,20650000.0,48,9.21,0.373,0.546,8,0,0
200600,40,46920000.0,4.5,684.0,OWN,사업자금,1890000.0,36,10.64,0.128,0.04,2,0,0
200420,24,35630000.0,6.9,743.0,RENT,사업자금,23890000.0,60,9.66,0.497,0.671,4,2,0
200806,29,34840000.0,,508.0,RENT,자동차구입,20420000.0,12,15.24,,0.586,2,1,1
200999,25,28790000.0,14.9,685.0,RENT,기타,6240000.0,60,10.4,0.284,0.217,3,0,1
200223,59,42990000.0,0.0,643.0,OWN,부채통합,6470000.0,36,9.28,0.278,0.151,3,0,0
200894,58,33660000.0,20.3,404.0,RENT,부채통합,31840000.0,36,19.93,0.745,0.946,2,0,1
200425,29,80310000.0,7.1,558.0,OWN,자동차구입,1160000.0,24,16.91,0.253,0.014,2,0,0
200219,65,27280000.0,5.5,688.0,RENT,자동차구입,4580000.0,48,10.76,0.124,0.168,5,0,0
200308,56,28110000.0,7.1,624.0,RENT,사업자금,22130000.0,12,12.46,0.528,0.787,0,1,0
200756,46,23410000.0,3.2,501.0,MORTGAGE,주택개선,4700000.0,48,14.66,0.182,0.201,5,0,0
200172,52,39970000.0,8.7,700.0,OWN,교육,8640000.0,24,10.91,0.3,0.216,3,0,0
200443,45,56050000.0,15.9,791.0,RENT,자동차구입,4020000.0,36,7.78,0.061,0.072,1,2,0
201053,29,40770000.0,12.4,687.0,RENT,부채통합,5600000.0,24,11.89,0.289,0.137,3,1,0
200706,23,39270000.0,3.8,679.0,OWN,의료비,18180000.0,48,11.32,0.45,0.463,4,0,0
200287,67,30460000.0,2.6,733.0,RENT,교육,14460000.0,36,9.48,0.438,0.475,7,0,0
200067,26,54040000.0,6.8,734.0,OWN,교육,6030000.0,24,11.37,0.236,0.112,5,0,0
200454,53,33030000.0,,642.0,RENT,사업자금,3960000.0,36,13.25,0.186,0.12,6,0,0
200911,42,23760000.0,13.6,604.0,RENT,주택개선,22110000.0,24,15.51,0.48,0.931,4,0,1
200072,31,29340000.0,2.2,685.0,RENT,주택개선,6900000.0,24,10.08,0.277,0.235,6,1,0
200838,54,61830000.0,1.0,575.0,OWN,사업자금,3330000.0,48,12.85,0.192,0.054,4,1,1
200413,33,75900000.0,11.8,652.0,MORTGAGE,기타,3520000.0,60,11.92,0.189,0.046,5,0,0
200083,68,53150000.0,9.5,625.0,RENT,교육,10760000.0,36,14.86,0.3,0.202,6,1,0
200157,68,25330000.0,,623.0,RENT,기타,16710000.0,36,14.7,0.449,0.66,3,0,0
201138,41,,2.4,718.0,OWN,교육,12710000.0,36,8.64,0.386,0.182,5,0,0
200016,61,46870000.0,13.4,596.0,MORTGAGE,의료비,8350000.0,24,11.98,0.263,0.178,5,0,0
200993,32,69030000.0,4.7,632.0,RENT,기타,24820000.0,60,12.71,0.309,0.36,4,0,0
200536,34,29860000.0,18.5,472.0,OWN,교육,4040000.0,24,18.73,0.207,0.135,6,0,1
200780,58,66770000.0,3.2,732.0,RENT,의료비,15710000.0,36,10.74,0.177,0.235,6,1,0
200452,26,19410000.0,5.9,648.0,MORTGAGE,교육,6550000.0,60,13.81,0.426,0.337,4,0,0
201086,51,32510000.0,10.3,667.0,OWN,사업자금,2400000.0,12,11.08,0.213,0.074,3,0,0
