driver_id,avg_speed_kmh,mileage_km,night_driving_ratio,hard_brake_count,hard_accel_count,phone_usage_minutes,years_licensed,claim_filed
17661,81.81,16430.2,0.4336,6.0,8.0,13.03,38.61,0
17007,31.96,11377.6,0.1465,0.0,0.0,0.0,11.55,0
11050,461.05,11950.1,-2.6821,267.2,272.2,322.99,20.8,0
15335,85.37,15910.9,0.3076,7.0,6.0,12.05,13.72,1
11396,75.74,14506.8,0.2756,4.0,2.0,9.87,10.4,0
19842,79.82,17129.9,0.4727,7.0,5.0,11.54,38.11,0
12224,68.32,14957.6,0.3524,5.0,5.0,8.61,32.18,0
17312,83.95,15986.5,0.407,6.0,6.0,14.57,27.36,1
13706,65.28,6924.7,0.3349,7.0,7.0,12.98,2.46,1
16613,100.55,12147.9,0.4612,9.0,7.0,17.26,12.7,1
12613,60.0,9463.4,0.2372,4.0,2.0,8.97,9.84,0
18553,83.35,13413.4,0.377,5.0,6.0,14.46,12.52,1
13651,72.57,12456.7,0.3284,7.0,6.0,14.75,15.77,0
15387,69.38,9917.9,0.1762,5.0,4.0,6.24,6.95,0
12239,83.95,10426.4,0.407,6.0,6.0,14.57,7.12,1
16161,76.55,13177.0,0.5064,8.0,6.0,13.24,30.23,0
16943,58.26,15292.2,0.1343,4.0,4.0,10.06,28.5,0
15843,69.71,11037.2,0.239,3.0,4.0,7.53,4.26,1
10463,76.3,14037.8,0.2991,5.0,5.0,13.3,6.89,1
18042,56.15,10988.8,0.1455,3.0,2.0,3.47,26.3,0
19058,55.07,19817.4,0.0586,3.0,2.0,7.01,38.62,0
13322,79.72,16566.3,0.1694,7.0,5.0,12.12,27.5,0
16200,347.82,12589.8,1.7993,247.8,70.2,371.36,23.38,0
16436,55.68,22486.2,0.0931,1.0,1.0,2.57,38.88,0
15890,72.93,9589.0,0.1794,5.0,4.0,15.06,3.25,0
11794,53.68,15435.3,0.1582,2.0,1.0,4.3,19.47,0
15673,68.7,13029.8,0.3428,4.0,3.0,5.3,21.57,0
12996,88.28,15141.8,0.5595,8.0,6.0,16.59,35.92,0
17619,90.09,12067.6,0.1661,6.0,3.0,9.78,17.68,0
15059,66.09,13075.6,0.3009,5.0,4.0,7.86,12.77,1
10494,66.57,14390.2,0.2364,5.0,4.0,13.39,15.97,1
12876,87.41,9309.1,0.3858,8.0,6.0,12.79,6.01,1
17859,85.04,16595.4,0.5123,9.0,7.0,17.13,17.82,0
12311,62.9,11595.1,0.3339,4.0,4.0,10.27,15.77,0
16480,78.42,23264.8,0.4119,7.0,7.0,16.3,34.7,0
13070,80.75,18408.7,0.393,6.0,5.0,12.69,28.47,0
10055,46.89,18281.3,0.1012,3.0,1.0,5.14,20.37,0
12980,78.58,16798.8,0.4156,7.0,4.0,14.66,18.05,1
12590,-149.36,125544.2,0.4635,-9.9,253.5,305.97,85.45,1
18304,94.69,12124.9,0.6647,14.0,9.0,25.25,11.05,1
19397,27.82,12552.7,0.0,0.0,0.0,0.0,2.28,0
13391,79.95,9969.9,0.4475,8.0,6.0,12.69,8.96,1
11165,65.49,12332.3,0.1849,3.0,2.0,5.73,10.13,0
14684,84.67,8394.8,0.4648,10.0,8.0,16.11,4.67,0
15801,79.64,16021.6,0.2195,6.0,5.0,12.26,25.58,0
15197,90.95,12837.2,0.4236,8.0,8.0,14.05,19.56,1
10751,90.67,12288.0,0.477,9.0,7.0,13.85,24.57,0
17836,70.9,14754.8,0.4109,7.0,5.0,11.93,30.97,0
14575,97.59,16269.9,0.5673,10.0,8.0,21.88,24.88,0
15347,67.15,13601.0,0.1891,5.0,3.0,12.66,26.45,0
15576,76.66,11514.4,0.2035,5.0,4.0,8.93,12.24,1
13934,73.79,14242.4,0.3407,8.0,5.0,16.09,21.05,1
17741,56.37,6432.3,0.2391,2.0,4.0,9.14,6.71,1
19456,78.39,9690.0,0.3266,5.0,6.0,13.64,5.45,1
17018,82.36,12380.8,0.4014,4.0,3.0,13.1,24.31,0
18799,80.93,6782.8,0.3037,7.0,5.0,19.18,25.18,0
19495,78.01,17090.8,0.3275,6.0,6.0,8.41,39.64,0
16663,57.73,12066.1,0.1303,2.0,2.0,3.78,7.44,0
14968,67.25,16450.4,0.2805,4.0,3.0,13.32,18.24,0
14748,94.95,13144.7,0.6043,11.0,8.0,21.78,18.26,1
11096,58.87,17648.0,0.1209,3.0,1.0,2.81,28.96,0
17484,72.83,8844.6,0.3177,6.0,5.0,10.53,5.64,1
17303,56.06,13730.2,0.1734,3.0,3.0,6.08,5.68,1
17287,102.34,13076.1,0.4455,8.0,6.0,14.79,6.42,0
19745,33.47,11459.2,0.4291,296.4,-41.8,174.48,12.19,0
14532,81.0,8640.2,0.4311,6.0,6.0,12.45,2.21,1
11263,43.37,12376.7,0.0769,0.0,0.0,0.0,23.58,0
13089,79.94,15742.2,0.2298,4.0,4.0,11.01,13.13,0
14846,73.36,15323.6,0.3735,7.0,6.0,13.22,17.08,1
15793,72.06,14941.3,0.3427,7.0,5.0,10.65,28.88,0
19789,52.37,14970.3,0.2024,2.0,2.0,1.31,10.52,0
13847,67.69,13083.4,0.1609,5.0,4.0,6.83,27.55,0
10103,57.27,17090.3,0.1547,2.0,4.0,4.51,36.84,0
10368,74.54,8977.1,0.3515,5.0,6.0,14.99,11.57,1
15951,71.24,19848.1,0.3617,5.0,4.0,10.38,36.18,0
18230,92.39,15406.1,0.4696,7.0,7.0,13.13,25.94,0
19645,52.41,10583.1,0.0621,0.0,1.0,5.39,5.27,0
13437,61.18,12484.2,0.0777,3.0,2.0,3.38,4.65,0
19516,76.76,16013.9,0.29,5.0,6.0,16.98,37.84,0
10605,286.95,14371.8,-2.3201,-37.4,-14.5,4.91,24.0,0
13312,69.41,14441.2,0.3453,4.0,2.0,10.57,16.32,0
14836,53.25,13160.0,0.1323,3.0,1.0,5.66,19.77,0
11218,72.53,9084.4,0.3582,4.0,5.0,9.24,17.81,0
13298,84.18,12630.9,0.5272,6.0,6.0,14.06,18.59,0
10611,76.76,14288.1,0.343,6.0,4.0,11.81,30.82,0
15065,59.09,10202.6,0.2974,5.0,4.0,7.95,6.91,0
15152,62.72,20206.4,0.1759,1.0,2.0,1.56,26.31,0
15147,71.68,17031.0,0.2873,8.0,8.0,18.55,31.6,0
17564,53.88,12770.2,0.2093,1.0,0.0,3.85,25.37,0
15502,41.98,15674.7,0.0245,2.0,0.0,0.54,17.54,0
16675,64.94,14101.6,0.2444,8.0,6.0,11.17,22.0,0
18441,80.92,12379.0,0.4936,8.0,7.0,13.16,27.67,0
12735,114.12,14222.6,0.6836,12.0,10.0,25.15,17.8,1
17329,94.19,11987.3,0.5445,8.0,7.0,20.54,21.32,1
12148,99.66,15182.5,0.5785,9.0,7.0,21.7,26.15,0
13409,455.89,56707.9,2.7215,159.9,166.3,-74.63,85.51,0
14075,54.64,14541.9,0.2188,5.0,2.0,5.98,19.74,0
19479,36.06,19766.9,0.0813,2.0,1.0,4.57,24.06,0
14205,70.19,8307.4,0.4523,5.0,4.0,10.28,15.58,0
11019,76.97,20764.1,0.3513,5.0,5.0,10.83,39.48,0
10136,76.78,11899.6,0.2889,4.0,5.0,13.38,15.74,0
16498,56.28,14550.4,0.1885,3.0,4.0,6.51,22.57,0
11893,62.87,16260.0,0.2696,8.0,5.0,11.2,22.41,0
13087,85.98,9172.7,0.403,9.0,6.0,15.83,10.15,1
14761,82.36,15239.2,0.4014,4.0,3.0,13.1,23.82,0
10889,73.83,18563.8,0.3344,6.0,4.0,10.33,36.97,0
12559,46.54,18398.1,0.0,2.0,1.0,1.23,27.59,0
14321,78.58,10035.4,0.4156,7.0,4.0,14.66,4.52,0
19137,47.45,17261.3,0.0,0.0,0.0,3.29,36.49,0
11962,48.86,11812.7,0.2203,4.0,3.0,7.55,18.98,0
17679,87.01,15014.0,0.3394,6.0,6.0,19.49,14.93,1
10544,102.54,5907.7,0.5182,11.0,9.0,18.29,2.68,1
19123,84.37,9172.5,0.4993,7.0,7.0,20.24,4.6,1
16159,38.05,16882.5,0.0209,0.0,0.0,0.9,34.1,0
17684,76.63,19517.4,0.2235,3.0,2.0,8.72,17.26,0
18797,71.99,19081.8,0.369,6.0,4.0,9.52,29.23,0
10995,101.64,12475.7,0.5122,11.0,9.0,14.63,3.93,1
11115,40.17,11141.0,0.0,0.0,0.0,3.83,13.64,0
10887,88.7,9121.5,0.3901,8.0,8.0,17.73,2.51,1
16846,61.15,14428.8,0.121,3.0,1.0,7.74,28.45,0
15341,66.87,11840.4,0.2449,5.0,3.0,15.51,2.37,1
14189,50.37,7142.6,0.2373,4.0,3.0,5.41,20.66,0
14131,77.32,14016.4,0.147,3.0,3.0,8.7,4.65,0
17700,63.61,17248.3,0.2288,4.0,5.0,7.58,29.88,0
18446,61.97,20149.7,0.2062,6.0,4.0,7.14,37.39,0
10159,94.92,13607.1,0.451,8.0,7.0,19.67,22.75,0
18525,51.75,15510.6,0.1428,1.0,0.0,5.01,29.21,0
15243,63.9,15222.1,0.0717,3.0,2.0,2.22,22.92,0
12744,68.17,10879.8,0.3202,4.0,4.0,9.03,8.19,1
11122,106.58,11723.0,0.6473,10.0,7.0,17.3,13.56,1
17705,101.31,8753.6,0.5807,11.0,8.0,24.06,7.67,0
14976,76.22,12501.4,0.3772,7.0,5.0,9.79,22.04,0
10090,26.3,11914.1,0.0,0.0,0.0,0.0,13.07,0
14925,90.58,20672.6,0.4756,8.0,8.0,14.52,38.21,0
17794,74.11,9252.9,0.2905,4.0,4.0,11.94,7.71,1
16752,87.81,15075.5,0.3007,6.0,4.0,11.28,24.93,0
11280,51.1,9118.2,0.122,2.0,1.0,3.1,11.47,0
17821,55.9,17593.4,0.3385,4.0,3.0,7.53,34.23,0
17458,60.99,10145.8,0.0965,1.0,0.0,0.71,5.3,0
13372,81.36,10733.9,0.3984,6.0,6.0,18.34,22.84,1
13785,83.63,16121.1,0.4223,8.0,6.0,18.73,37.54,0
12354,70.23,11436.0,0.2867,6.0,6.0,10.7,3.25,1
18947,58.25,12450.7,0.1696,3.0,3.0,7.72,13.67,0
16665,64.22,16229.4,0.2454,4.0,3.0,7.99,35.43,0
18281,98.89,12214.3,0.509,11.0,8.0,23.67,9.16,1
15759,83.68,14730.9,0.2559,5.0,5.0,14.01,32.81,0
19030,55.08,13242.3,0.0995,5.0,2.0,6.44,19.72,0
17984,51.8,12051.5,0.0711,2.0,3.0,6.37,2.54,0
18122,68.68,9975.9,0.3156,4.0,4.0,12.64,1.49,1
10894,83.36,12867.5,0.3416,8.0,6.0,15.83,20.55,1
19487,58.77,7653.6,0.1592,3.0,3.0,6.95,12.96,0
12352,87.46,14158.8,0.3372,6.0,6.0,14.13,14.7,0
14868,67.18,12011.5,0.1922,3.0,4.0,9.4,21.41,0
12300,20.0,14276.0,0.0,0.0,0.0,0.0,5.13,0
15537,93.34,20174.2,0.3457,7.0,7.0,13.45,26.02,0
14749,113.84,20478.2,0.5325,10.0,8.0,18.89,24.0,0
16631,83.52,9954.8,0.409,8.0,7.0,14.37,1.34,0
10262,50.43,13055.4,0.2017,4.0,3.0,8.4,20.22,0
11181,63.16,7162.1,0.3785,5.0,5.0,14.87,11.27,1
13935,79.52,5406.1,0.1802,2.0,2.0,6.57,12.21,0
10150,64.27,6570.3,0.2167,7.0,5.0,10.6,4.52,0
10663,72.84,16126.6,0.1835,4.0,2.0,10.14,33.54,0
10635,69.49,14355.2,0.4037,6.0,4.0,8.36,19.52,0
11749,54.34,20545.1,0.2003,2.0,1.0,5.34,35.66,0
16495,88.7,11160.9,0.3901,8.0,8.0,17.73,7.18,1
15019,85.57,11443.7,0.4898,9.0,8.0,15.46,26.6,0
19461,64.06,15973.4,0.1916,4.0,3.0,12.07,29.45,0
17638,91.11,18057.8,0.4392,11.0,8.0,16.62,17.58,1
18202,45.63,12406.4,0.043,0.0,1.0,0.3,8.89,0
13629,76.92,18445.8,0.5191,6.0,7.0,12.35,26.28,0
19545,52.31,16437.1,0.0213,0.0,0.0,3.83,37.95,0
17437,66.7,10404.2,0.207,4.0,2.0,9.74,10.76,0
18309,207.79,156191.5,1.8815,-26.9,162.3,69.37,11.62,1
17208,99.17,11386.3,0.5815,11.0,9.0,24.53,32.49,1
19422,74.38,9923.5,0.3137,5.0,6.0,6.66,9.24,0
13317,84.17,14938.6,0.2459,6.0,4.0,13.33,22.54,0
18632,68.82,18121.8,0.2421,4.0,3.0,10.1,37.27,0
17538,77.49,7323.0,0.283,7.0,5.0,10.03,4.9,1
13927,96.05,10949.9,0.6109,10.0,9.0,23.52,10.27,1
13751,55.67,12524.0,0.1687,2.0,2.0,5.59,15.78,0
16571,46.25,9924.1,0.1643,2.0,1.0,3.55,10.07,1
17047,47.66,16025.9,0.0,1.0,2.0,1.06,18.09,0
15316,84.23,8849.8,0.3582,8.0,7.0,15.47,1.64,1
16339,64.44,16502.8,0.1598,3.0,3.0,7.8,24.72,0
14311,64.23,16641.5,0.2504,5.0,4.0,8.53,27.26,0
11523,57.16,11036.3,0.367,4.0,4.0,12.59,4.15,1
13076,52.31,13009.1,0.0472,0.0,1.0,2.69,22.72,0
12571,65.71,17536.6,0.1666,5.0,4.0,3.37,35.3,0
17481,70.4,17102.3,0.2009,3.0,3.0,8.56,26.54,0
15203,53.12,-23154.3,1.8286,77.6,-46.0,320.34,81.55,1
17537,267.49,180902.5,0.6838,51.5,-25.0,147.24,98.51,0
19528,56.75,14735.4,0.0908,0.0,1.0,0.28,14.72,0
17704,88.11,11621.9,0.5828,11.0,9.0,15.92,2.1,1
13351,56.76,10504.6,0.1304,1.0,3.0,2.48,9.79,0
13203,70.44,9402.0,0.2662,6.0,6.0,18.27,9.45,1
13220,58.72,12834.5,0.2018,5.0,4.0,8.31,1.93,0
17795,79.0,16611.6,0.497,9.0,7.0,15.74,28.3,0
16760,72.57,16652.3,0.2762,7.0,4.0,13.69,35.46,0
15973,65.96,9579.3,0.0612,3.0,2.0,5.67,6.22,1
13548,61.38,7680.3,0.2041,2.0,1.0,5.55,7.93,0
12761,109.58,18111.9,0.5891,9.0,8.0,18.19,32.13,0
10300,80.3,12461.8,0.3106,6.0,4.0,12.41,32.25,0
17921,51.08,12036.8,0.0907,2.0,0.0,1.52,10.64,0
16365,77.27,20402.2,0.2705,4.0,4.0,11.7,38.4,0
17411,63.44,14465.1,0.1762,4.0,1.0,12.32,17.2,0
12793,82.14,13319.1,0.313,7.0,4.0,12.94,6.03,1
10089,68.74,11886.6,0.4311,5.0,4.0,11.31,18.23,0
18223,62.72,8704.7,0.1759,1.0,2.0,1.56,14.4,0
11725,286.95,-10800.6,-2.3201,-37.4,-14.5,4.91,74.42,0
17292,62.07,12866.0,0.1618,4.0,3.0,4.03,17.5,0
13898,72.82,11870.4,0.2734,6.0,5.0,14.15,19.69,0
10473,77.37,9545.9,0.2813,6.0,4.0,10.42,15.36,0
19486,70.97,7979.0,0.454,7.0,6.0,15.92,5.85,1
15827,82.57,5886.6,0.4034,5.0,5.0,14.34,4.46,1
16101,189.13,24077.8,-2.3564,273.6,38.3,57.4,26.67,0
10954,85.28,8931.4,0.4897,7.0,6.0,12.75,3.39,1
18109,98.01,7750.4,0.7037,13.0,12.0,21.2,1.44,1
11056,67.85,7077.9,0.2224,2.0,1.0,8.86,11.08,1
18902,59.27,16171.5,0.1239,3.0,2.0,3.37,33.24,0
15532,59.82,8284.2,0.1905,3.0,2.0,5.61,10.26,0
17947,27.02,18138.6,0.0,0.0,0.0,0.0,33.69,0
10928,60.03,13798.5,0.1548,2.0,3.0,2.73,26.91,0
18369,63.0,6682.8,0.2715,4.0,2.0,4.73,2.28,0
18169,72.17,21554.3,0.2262,5.0,3.0,12.67,35.26,0
11721,47.58,7789.0,0.0663,2.0,1.0,0.0,9.41,0
17978,84.11,15449.3,0.4968,11.0,7.0,17.02,39.4,0
12724,70.91,16100.9,0.269,4.0,3.0,11.09,32.97,0
11160,53.92,10236.0,0.2064,3.0,2.0,3.8,8.37,1
18353,68.13,12215.8,0.2633,5.0,3.0,12.26,10.64,0
19560,88.99,12762.7,0.4297,8.0,8.0,18.71,7.72,1
11128,71.75,10722.7,0.4034,7.0,4.0,13.37,18.06,0
12953,81.05,10628.8,0.4,6.0,5.0,17.25,5.99,0
18085,55.27,15483.9,0.3044,4.0,3.0,7.88,18.86,1
15051,73.14,10274.4,0.2234,6.0,4.0,6.11,15.06,0
14605,53.63,14924.6,0.1285,1.0,1.0,7.71,25.25,0
16816,69.67,12742.5,0.1808,3.0,3.0,1.42,26.59,0
10753,102.09,9651.9,0.5887,12.0,9.0,17.12,6.39,1
16952,66.38,11522.5,0.2897,5.0,5.0,11.09,17.23,1
14989,65.42,12482.7,0.224,5.0,3.0,7.75,12.06,0
10338,79.61,18948.0,0.3139,5.0,5.0,15.15,20.98,0
17465,79.35,15667.7,0.3142,6.0,4.0,9.41,34.65,0
11259,57.11,14548.2,0.1137,0.0,1.0,8.31,35.15,0
19882,77.87,17434.9,0.3648,6.0,6.0,13.69,16.09,0
10313,73.82,10578.4,0.2963,6.0,6.0,10.64,7.23,1
18700,78.22,9023.0,0.4181,7.0,7.0,22.16,2.11,1
14669,81.39,7823.2,0.5198,8.0,7.0,18.47,5.83,1
18380,57.29,13104.6,0.1385,2.0,1.0,0.0,3.23,0
11768,80.72,10244.9,0.4002,7.0,7.0,7.88,13.27,0
19962,24.77,11503.1,0.0,0.0,0.0,0.0,12.46,0
19021,77.01,10866.9,0.3456,8.0,5.0,15.34,15.79,1
10897,77.35,13532.2,0.2519,3.0,4.0,7.92,21.82,0
18283,77.1,16184.6,0.48,9.0,8.0,17.82,36.69,0
17133,79.09,15553.6,0.395,4.0,7.0,17.31,30.68,0
16437,35.61,10089.5,0.1918,0.0,2.0,0.0,2.56,0
15970,76.4,15731.4,0.3246,5.0,5.0,11.7,16.7,0
12716,70.96,19648.6,0.3412,6.0,6.0,15.23,39.46,0
19445,86.61,18705.8,0.3129,8.0,3.0,12.61,34.19,0
16720,63.22,16398.1,0.2828,4.0,3.0,7.94,30.85,0
11104,94.98,13045.5,0.6674,11.0,9.0,19.61,6.99,1
15728,88.47,17017.7,0.2672,6.0,7.0,17.37,39.48,0
14252,85.31,20812.1,0.5011,7.0,5.0,18.9,37.01,0
11931,65.81,15391.4,0.355,6.0,5.0,9.74,23.01,0
15380,75.93,16374.0,0.4002,8.0,7.0,17.45,24.36,0
16592,70.67,12589.4,0.1816,4.0,1.0,9.2,20.59,0
13718,21.05,14829.9,0.0,1.0,0.0,1.02,25.89,0
16769,69.18,16639.6,0.2243,5.0,6.0,11.91,28.95,0
15772,77.06,9688.9,0.3749,6.0,5.0,12.66,15.81,0
15865,68.46,18890.0,0.3151,5.0,5.0,5.46,36.99,0
12884,461.64,123879.7,-0.5983,186.8,156.4,391.86,-19.63,0
17253,73.94,7090.3,0.4417,5.0,6.0,9.88,18.2,0
14203,86.52,15270.5,0.3239,7.0,6.0,12.49,29.3,0
10251,72.55,13383.4,0.158,5.0,3.0,7.14,31.84,0
14221,79.71,14346.6,0.4616,7.0,6.0,12.16,20.75,1
12831,64.23,13014.4,0.2944,6.0,4.0,9.7,20.9,0
15394,105.38,13395.8,0.5634,9.0,8.0,25.17,34.86,0
10572,83.08,11865.7,0.4113,7.0,5.0,12.96,12.89,0
18207,68.09,8837.6,0.2372,4.0,3.0,12.58,2.54,1
11600,79.98,7893.8,0.3015,5.0,5.0,9.53,7.46,1
10740,81.18,12170.9,0.3586,7.0,5.0,16.59,14.85,1
18236,95.77,14425.7,0.5999,9.0,8.0,20.01,20.73,1
13434,76.98,7523.1,0.3226,7.0,5.0,12.56,2.85,1
17896,130.12,10326.2,-2.1595,240.0,241.0,142.98,23.67,0
12764,61.92,12837.4,0.2257,3.0,3.0,3.82,37.25,0
16650,76.98,8801.0,0.2565,5.0,5.0,11.44,8.68,1
18982,96.63,17962.4,0.5055,9.0,8.0,20.79,39.98,0
15620,54.88,8671.5,0.2002,3.0,3.0,5.12,12.75,0
18544,72.49,7945.6,0.3097,7.0,6.0,11.79,5.77,1
15237,74.29,12960.4,0.3355,7.0,6.0,6.9,35.83,0
19455,54.9,15518.9,0.1475,2.0,0.0,3.75,23.86,0
10738,68.83,14599.7,0.2808,6.0,4.0,8.11,11.81,0
15426,66.03,13263.3,0.2825,5.0,3.0,8.72,32.95,0
16323,91.61,8752.6,0.3008,9.0,5.0,15.7,3.12,1
11344,103.14,14459.7,0.6264,10.0,8.0,19.55,10.46,1
18964,74.78,13475.3,0.4209,7.0,6.0,11.76,5.49,0
15439,94.94,13978.2,0.4856,9.0,8.0,21.55,9.06,1
16573,67.99,7182.9,0.1878,2.0,2.0,8.57,9.97,1
17757,42.4,16781.7,0.0815,1.0,1.0,4.51,28.62,0
11289,57.67,15540.0,0.1445,2.0,3.0,2.07,39.52,0
11201,71.15,10502.3,0.4195,6.0,8.0,11.17,6.72,0
10533,76.8,7353.8,0.4216,8.0,6.0,13.58,6.86,1
18548,42.79,15759.1,0.0339,0.0,0.0,0.0,14.84,0
17895,84.66,12349.3,0.4101,6.0,5.0,9.62,25.79,0
14774,45.08,16993.0,0.0837,1.0,4.0,5.4,37.49,0
16103,49.89,19873.5,0.1138,2.0,0.0,1.47,33.05,0
16325,54.46,8942.3,0.1762,3.0,2.0,6.11,4.63,0
16909,57.75,13096.9,0.1991,4.0,3.0,1.08,24.48,0
11790,97.59,12376.3,0.5673,10.0,8.0,21.88,26.27,1
18918,76.4,15794.7,0.4167,7.0,7.0,15.85,21.58,0
11822,45.2,10723.6,0.1528,2.0,1.0,2.11,28.69,0
18012,90.39,11288.7,0.5272,10.0,8.0,16.92,1.11,0
17424,83.04,17437.3,0.4091,6.0,5.0,14.51,39.84,0
11446,68.33,10064.1,0.1491,3.0,3.0,5.04,13.8,0
10461,157.25,170925.7,-0.2225,188.7,27.9,227.04,74.15,1
16269,88.28,14179.0,0.5595,8.0,6.0,16.59,33.25,0
13736,76.19,12283.7,0.4033,6.0,5.0,10.44,12.12,0
15533,76.9,18813.8,0.2571,3.0,4.0,11.88,39.49,0
12965,87.5,13703.7,0.3162,5.0,3.0,7.29,29.41,0
11507,67.65,13054.9,0.2737,6.0,4.0,4.52,3.37,0
19772,60.37,12380.3,0.2061,5.0,4.0,5.11,11.61,0
10324,82.35,11706.2,0.4196,7.0,6.0,15.19,18.69,1
13157,80.76,18621.9,0.3137,5.0,4.0,8.98,31.3,0
17345,51.88,11827.2,0.0,0.0,0.0,0.16,16.85,0
17068,52.85,17374.8,0.1093,3.0,2.0,5.67,24.14,0
12693,90.39,15468.8,0.5272,10.0,8.0,16.92,38.05,0
17167,77.45,18241.1,0.3796,6.0,5.0,11.58,28.46,0
11909,77.58,11361.2,0.3976,5.0,4.0,13.48,14.49,1
12825,80.89,14457.4,0.3375,6.0,6.0,13.43,28.23,0
11990,40.8,13759.8,0.0,0.0,0.0,0.0,28.65,0
17838,76.15,9905.5,0.1525,6.0,4.0,13.24,20.83,0
15944,93.65,9009.4,0.4474,9.0,8.0,15.17,4.13,1
18653,80.58,15764.1,0.4703,7.0,4.0,10.28,37.05,0
17883,70.88,10721.6,0.2709,6.0,5.0,10.74,8.5,1
14359,46.25,8321.1,0.1643,2.0,1.0,3.55,1.1,1
18853,45.48,14911.4,0.1805,3.0,2.0,3.75,31.6,0
12684,64.07,18664.2,0.2569,4.0,2.0,4.66,34.5,0
13946,70.25,14972.0,0.4254,6.0,5.0,16.05,22.3,0
11746,69.81,13836.6,0.2734,4.0,3.0,6.05,32.38,0
16558,48.48,13676.3,0.0492,1.0,2.0,7.75,14.21,0
13823,67.7,12009.4,0.2739,5.0,4.0,8.51,1.08,1
14717,297.95,75274.5,-1.741,72.4,134.9,205.23,83.92,0
18957,75.69,13084.7,0.3595,6.0,4.0,8.67,32.98,0
11032,69.99,8620.5,0.3063,5.0,3.0,6.29,13.66,0
11890,33.16,16539.0,0.072,0.0,0.0,3.47,12.04,0
13088,85.41,16402.1,0.5967,8.0,7.0,14.72,9.65,1
12501,54.86,13394.7,0.3098,6.0,3.0,8.28,30.94,1
11230,42.61,14173.5,0.1478,2.0,1.0,2.97,28.19,0
16849,60.66,17715.1,0.2513,3.0,3.0,4.79,27.29,0
18377,54.24,17804.0,0.0939,2.0,0.0,4.34,20.33,1
14410,58.5,13390.3,0.0516,3.0,2.0,1.77,21.2,0
11455,74.79,8769.9,0.2708,6.0,3.0,7.22,14.42,0
17057,51.29,11934.2,0.0205,0.0,0.0,0.0,21.06,0
10376,76.29,10070.4,0.3283,3.0,5.0,9.62,33.04,0
17080,75.8,15853.4,0.4158,8.0,5.0,11.81,31.68,0
17491,5.76,6205.4,1.5419,95.2,197.0,396.82,82.29,1
13443,88.5,8738.4,0.3186,8.0,7.0,10.08,5.06,1
12823,69.11,17477.1,0.3927,5.0,5.0,7.32,21.73,0
15779,54.86,16094.7,0.2487,3.0,1.0,4.54,13.86,0
16423,65.45,19078.0,0.0978,2.0,3.0,4.07,30.72,0
13105,-100.57,173048.3,1.3152,196.5,236.0,344.18,-4.2,1
12003,60.89,11591.8,0.1714,1.0,3.0,2.32,17.79,0
13160,70.81,16269.5,0.1575,4.0,3.0,6.63,35.44,0
18574,76.82,10140.6,0.4453,7.0,5.0,15.93,10.52,0
10721,52.91,7887.7,0.2204,2.0,1.0,6.7,11.53,0
17023,69.17,11417.8,0.3111,5.0,3.0,11.94,19.12,0
11100,66.17,20296.2,0.3586,4.0,5.0,8.35,28.06,0
18711,78.88,10918.8,0.3753,7.0,3.0,9.47,9.66,0
13865,54.24,7666.1,0.0939,2.0,0.0,4.34,13.82,0
17802,96.63,7924.2,0.5055,9.0,8.0,20.79,1.46,1
17244,76.33,15882.9,0.4169,5.0,5.0,11.31,29.02,0
14069,74.88,10473.6,0.3214,7.0,6.0,12.94,4.92,1
13093,85.02,22178.8,0.3516,6.0,3.0,14.79,38.51,0
13527,67.69,12667.7,0.3781,7.0,5.0,3.94,19.11,0
12803,55.44,9056.0,0.2432,3.0,4.0,8.68,12.84,0
16674,61.18,11985.1,0.3103,5.0,4.0,11.78,29.13,0
19606,74.57,19720.7,0.3723,7.0,7.0,14.71,31.89,0
10619,81.51,9590.4,0.441,5.0,6.0,10.2,14.14,0
13593,73.4,12079.9,0.1701,6.0,5.0,9.51,11.89,1
13902,40.57,14252.5,0.0,1.0,0.0,0.0,38.64,0
12279,57.44,10237.0,0.2234,2.0,3.0,12.24,22.17,0
11968,83.22,16206.1,0.3736,7.0,5.0,11.33,33.33,0
11795,84.69,14729.6,0.3978,8.0,6.0,14.45,34.32,0
12305,75.68,15714.5,0.2765,6.0,5.0,8.62,16.03,0
16802,57.93,12110.9,0.2037,4.0,3.0,4.5,34.75,0
11098,50.67,9508.7,0.1504,3.0,3.0,6.18,13.5,0
18764,103.03,16031.8,0.3945,8.0,8.0,17.34,38.82,0
17997,75.19,13277.4,0.13,6.0,3.0,11.39,32.97,0
15014,52.82,15889.6,0.1665,2.0,0.0,2.08,22.96,0
18612,92.42,12693.5,0.4327,8.0,7.0,10.43,4.77,1
14796,58.11,12582.9,0.1265,2.0,3.0,8.75,13.62,0
15239,59.55,12516.4,0.223,4.0,4.0,9.56,6.42,1
11698,75.84,17743.3,0.2533,5.0,4.0,10.53,10.67,1
18624,57.29,-5525.8,-2.162,261.9,295.4,234.74,16.16,1
17871,99.27,20188.8,0.6663,10.0,9.0,22.03,37.57,0
19510,83.42,12864.2,0.4742,7.0,7.0,18.94,33.34,0
16782,50.3,9538.8,0.0266,4.0,1.0,7.88,20.6,0
11722,88.11,17856.1,0.4302,8.0,4.0,17.07,30.77,0
19690,238.61,81362.7,-1.1889,212.8,155.6,134.27,51.29,0
11603,51.98,11102.6,0.2735,5.0,3.0,13.63,26.07,0
