vibration_x,vibration_y,vibration_z,vibration_axial,noise_level,temp_bearing_1,temp_bearing_2,temp_motor,temp_gearbox,temp_housing,current_phase_a,current_phase_b,current_phase_c,voltage_a,voltage_b,voltage_c,pressure_inlet,pressure_outlet,pressure_mid,rotation_speed,humidity,operating_hours,oil_quality_index,equipment_age_years,outdoor_installed,status
8.107,8.19,7.24,7.679,7.245,64.05,64.89,62.91,69.24,63.0,22.568,21.89,21.163,22.135,23.259,23.001,4.827,4.933,4.737,1282.6,30.7,1345.5,88.21,8.56,No,Warning
5.231,6.513,7.021,5.715,6.169,71.72,72.34,69.59,75.21,77.12,19.629,21.123,20.411,19.655,19.479,19.681,4.746,4.644,4.682,1629.6,32.0,1259.7,91.78,11.01,No,Normal
4.603,5.077,4.191,5.717,5.132,74.1,72.13,75.43,78.33,74.38,22.678,24.07,23.837,21.965,23.141,23.117,4.362,4.764,4.933,1574.4,47.7,1153.0,53.09,4.19,,Warning
7.024,6.83,7.356,5.524,7.005,71.68,72.48,72.85,69.86,71.2,22.777,21.667,23.284,21.258,23.225,22.882,4.881,4.911,4.895,1459.7,29.2,4380.4,89.03,7.67,No,Warning
7.951,7.803,8.596,7.983,8.536,65.92,63.98,68.27,65.0,67.86,20.65,21.27,20.521,21.468,21.936,21.127,4.99,5.084,4.948,1202.0,35.1,2326.9,91.78,9.32,Yes,Warning
4.827,7.563,5.3,5.048,4.771,71.49,74.06,73.77,70.94,76.25,22.666,22.663,23.279,22.818,23.116,22.028,4.758,4.527,4.494,1617.8,58.9,2209.6,85.28,3.57,No,Warning
6.831,6.626,31.438672192726052,9.122,6.904,72.64,68.41,66.66,68.51,65.24,22.442,22.738,22.697,22.38,21.883,23.491,4.722,4.879,4.665,1505.2,53.9,2460.4,74.64,1.29,No,Failure
7.278,7.784,8.559,7.836,7.527,71.85,69.25,67.83,68.76,65.94,22.407,21.952,21.456,21.692,22.644,23.631,4.902,4.842,4.582,1577.7,60.5,1813.9,80.62,1.5,Yes,Warning
5.931,5.929,7.184,6.359,6.644,62.75,65.9,67.28,65.56,61.95,22.533,23.07,22.381,21.973,22.554,23.719,4.462,4.497,4.27,1623.3,42.9,885.5,75.66,7.25,No,Warning
6.888,6.222,7.241,6.392,7.151,58.28,62.9,60.33,64.92,63.66,21.953,21.868,21.351,21.585,22.558,21.509,4.421,4.357,4.247,1469.6,49.9,455.6,88.58,4.74,No,Normal
4.75,4.698,4.332,4.515,5.78,60.26,61.73,61.46,60.2,60.42,23.46,24.239,24.286,23.266,24.5,23.852,4.035,4.012,4.008,1407.6,46.6,576.2,64.39,4.67,Yes,Warning
4.561,4.568,5.463,5.18,4.606,70.08,69.75,69.57,70.56,74.14,20.294,20.805,20.007,20.241,19.305,20.874,4.433,4.644,4.382,1628.9,34.0,7498.9,111.78,8.49,Yes,Normal
7.367,7.74,7.282,8.178,7.967,67.38,68.08,65.84,68.51,64.02,23.927,23.759,23.496,23.508,23.324,23.936,4.692,4.781,4.84,1343.0,50.7,2817.4,83.05,7.22,No,Failure
6.746,6.934,7.576,7.551,7.151,76.56,73.85,70.71,72.56,76.01,23.774,23.253,23.397,24.116,23.497,23.137,5.415,5.067,4.72,1731.3,54.7,3385.6,80.9,10.85,,Failure
5.4,5.593,5.326,5.435,5.263,79.37,72.87,69.08,68.49,72.35,23.922,24.162,23.977,23.748,23.1,22.869,4.635,4.47,4.993,1424.4,40.4,1072.3,82.3,5.54,,Warning
5.267,6.421,5.086,5.263,5.253,70.75,76.82,71.64,71.91,71.34,22.615,,22.54,23.183,22.29,22.589,4.741,4.569,4.592,1372.9,25.5,6431.8,83.31,2.55,Yes,Warning
7.482,7.677,6.073,6.717,7.108,63.49,65.74,64.01,63.86,66.58,20.907,20.347,21.084,20.512,21.061,20.086,4.53,4.653,4.445,1316.0,48.8,1038.1,90.39,0.86,Yes,Normal
6.316,6.667,6.461,6.095,6.435,64.11,62.7,61.82,65.61,65.39,20.29,19.782,19.293,19.655,20.953,20.872,4.564,4.403,4.188,1524.5,61.0,7208.1,96.57,6.76,Yes,Normal
7.539,7.214,7.088,7.276,7.054,59.01,54.29,61.24,59.32,60.0,23.41,23.932,22.701,23.39,22.913,23.698,4.388,4.642,4.581,1391.8,39.1,839.8,64.06,10.22,No,Warning
7.149,7.053,7.188,6.802,6.914,60.66,61.92,60.77,61.57,55.7,22.34,22.065,22.8,21.066,21.042,22.0,4.402,4.561,4.279,1579.2,51.0,699.6,81.2,12.79,No,Normal
5.701,5.758,6.06,6.503,5.969,75.56,67.6,68.16,68.89,68.29,20.401,20.21,19.855,20.07,19.849,20.217,4.62,4.977,4.889,1567.4,48.7,2472.2,101.79,13.72,No,Normal
6.208,6.185,5.6,5.389,6.826,72.01,77.01,70.56,72.65,75.27,20.803,21.426,21.036,20.835,20.67,20.56,4.804,4.87,5.175,1680.6,56.8,2055.4,93.7,5.53,No,Warning
8.049,7.834,8.231,7.676,8.666,68.54,68.02,63.44,70.04,68.53,23.95,23.216,22.917,23.044,22.874,23.442,5.158,4.768,5.151,1512.0,,3492.8,71.95,4.59,Yes,Failure
4.664,5.152,5.921,5.617,5.173,72.03,76.5,72.21,72.46,74.37,22.226,23.176,23.08,23.38,23.216,22.07,4.618,4.627,4.717,1623.3,50.4,2793.6,72.34,9.82,No,Warning
8.055,7.341,6.928,8.139,7.347,67.17,71.4,69.95,70.85,68.23,19.624,19.564,20.209,19.905,21.327,19.944,5.042,4.88,4.94,1593.3,41.5,1194.2,98.83,13.05,No,Warning
6.67,7.344,6.15,6.726,7.029,69.3,67.72,71.99,69.96,70.16,23.432,23.374,22.924,22.832,23.465,22.857,4.829,4.899,4.951,1417.1,42.6,1934.8,80.5,3.26,No,Failure
5.698,4.521,4.91,6.793,5.76,60.11,61.31,60.33,62.11,62.31,23.054,20.782,22.843,22.683,22.598,22.939,4.243,4.15,4.282,1489.1,46.5,1217.1,91.91,8.94,Yes,Normal
7.398,8.11,7.652,8.303,7.73,56.76,61.21,58.89,60.79,63.79,21.45,21.512,21.86,21.678,21.955,21.778,4.522,4.406,4.246,1565.2,57.5,6942.1,74.42,12.22,No,Warning
6.162,7.212,7.854,6.744,7.594,76.51,75.21,73.85,71.71,77.48,23.389,22.755,23.142,23.586,22.627,22.135,4.792,5.337,5.117,1413.7,71.1,6557.8,81.34,6.22,No,Failure
6.134,6.935,5.86,4.835,6.234,56.5,62.06,60.74,61.78,63.72,20.368,19.609,19.617,20.389,19.516,20.093,4.254,4.223,4.414,1493.0,41.2,491.9,104.03,2.69,Yes,Normal
6.007,6.798,6.089,6.385,5.47,66.98,63.75,64.93,62.26,64.95,23.744,22.935,24.232,23.333,22.918,23.546,4.256,4.297,4.298,1502.5,,6949.2,76.81,9.86,No,Warning
5.894,6.965,6.842,6.031,7.757,69.57,67.75,64.26,69.55,66.64,22.318,23.209,22.865,21.293,22.214,21.846,4.643,4.512,4.21,1616.2,42.0,1492.0,77.18,11.2,No,Warning
7.262,7.338,6.909,8.625,8.413,71.87,72.73,75.58,71.53,74.95,21.4,21.527,20.648,21.508,21.303,22.467,5.079,5.051,5.207,1549.2,56.7,7391.3,82.8,1.02,Yes,Failure
6.174,7.132,7.068,6.524,7.746,68.52,69.98,70.15,69.22,71.52,20.37,22.137,22.144,21.634,22.417,23.327,4.778,4.425,4.593,1540.9,38.2,2753.1,74.17,4.52,Yes,Warning
6.205,6.548,5.963,6.493,4.836,63.5,61.44,63.71,61.94,61.16,22.694,23.341,22.782,23.666,23.39,23.291,4.11,4.202,4.211,1289.4,46.3,1407.2,80.39,5.42,No,Warning
5.557,5.662,5.955,5.383,6.277,66.55,64.51,65.0,65.05,63.0,20.216,19.409,19.65,19.656,18.699,20.726,4.174,4.771,4.148,1459.4,41.0,995.5,104.46,7.03,Yes,Normal
7.63,8.379,7.944,7.642,7.137,62.19,63.5,62.31,66.98,67.23,23.118,23.758,23.337,23.051,23.143,24.374,4.973,5.022,4.714,1495.7,44.8,4523.0,97.06,1.56,No,Failure
7.744,6.631,6.579,7.597,7.547,67.4,66.56,67.02,65.87,65.65,21.363,21.029,20.996,21.103,21.849,22.612,4.826,4.444,4.677,1650.7,46.9,7494.7,98.37,12.7,Yes,Warning
5.313,5.836,4.627,4.713,4.889,67.36,64.2,65.41,68.43,68.35,22.398,21.207,21.271,21.786,21.595,22.677,4.144,4.409,4.316,1331.7,47.4,6395.1,82.79,8.88,Yes,Normal
8.218,7.301,8.445,8.696,6.856,63.07,65.21,66.14,66.67,64.64,20.364,20.678,20.848,20.811,21.43,22.087,4.762,4.958,4.505,1661.7,46.5,5265.3,93.58,5.88,No,Warning
6.268,5.879,6.327,6.009,6.842,59.37,62.36,61.75,64.63,62.45,22.413,22.171,23.414,23.46,23.475,22.211,4.206,4.218,4.255,1295.1,32.0,10256.5,71.98,8.5,,Normal
6.262,6.688,6.064,6.718,6.23,74.19,74.21,73.98,78.41,74.6,22.575,21.386,21.696,20.849,20.688,21.511,4.932,4.717,4.939,1405.4,26.3,4379.0,87.31,4.57,No,Warning
7.905,6.251,6.98,7.014,6.378,70.87,74.11,75.98,68.6,71.19,23.015,22.154,22.637,22.299,22.902,23.494,4.879,4.795,4.541,1608.9,43.7,1479.8,80.71,7.54,No,Warning
4.863,5.348,5.853,6.059,5.046,65.21,67.04,69.01,69.77,69.83,22.206,22.306,22.047,22.245,21.327,22.014,4.581,4.318,4.444,1420.8,49.0,11991.8,84.14,11.76,No,Warning
6.92,6.804,6.774,7.021,6.386,72.72,79.07,73.36,69.85,73.21,21.782,21.244,21.201,22.882,21.261,21.461,4.868,4.842,5.117,1450.8,41.3,5045.3,90.96,13.75,Yes,Warning
5.712,6.203,6.584,5.238,5.823,59.62,65.96,62.4,65.78,66.99,23.361,22.939,22.953,23.142,22.443,23.189,4.443,4.747,4.441,1549.8,40.2,4651.5,76.24,2.56,No,Normal
5.666,5.793,6.081,5.853,5.587,73.02,,76.08,73.05,69.03,20.516,20.132,20.665,20.927,20.679,19.712,4.327,4.709,4.492,1338.7,39.8,3305.6,105.3,1.31,Yes,Warning
5.512,5.731,4.579,6.005,4.274,69.56,72.9,70.86,75.83,74.35,23.003,22.83,22.383,22.498,21.364,22.275,4.642,4.429,4.924,1449.3,45.3,4570.8,86.38,14.02,No,Warning
6.514,6.127,4.979,5.999,6.083,67.46,63.39,66.07,63.25,66.66,20.546,21.449,21.074,21.667,22.052,21.499,4.593,4.426,4.175,1467.3,48.5,3447.2,64.62,6.5,Yes,Normal
4.617,5.442,4.822,4.23,4.578,59.09,59.38,59.15,56.09,61.95,19.031,21.322,21.278,20.863,20.53,20.677,4.357,4.104,4.021,1505.0,49.1,10744.5,97.63,7.99,No,Normal
7.271,7.509,7.945,6.421,6.335,70.13,65.15,72.09,66.87,66.39,23.721,23.953,23.089,24.559,23.645,23.8,4.724,4.197,4.676,1726.6,64.2,5493.1,72.85,13.33,Yes,Warning
5.519,5.273,6.78,5.079,6.249,66.25,63.88,65.87,67.21,62.79,23.338,23.234,24.043,22.743,23.097,23.056,4.58,4.339,4.404,1424.3,35.6,7541.7,79.95,6.83,No,Warning
6.861,6.583,6.271,6.454,5.782,72.33,68.91,70.71,75.8,72.17,21.559,21.858,20.906,22.93,22.7,22.361,4.722,4.797,4.796,1409.5,40.2,1545.4,83.5,9.55,No,Warning
6.226,6.012,5.923,6.095,6.154,74.79,77.12,77.24,75.01,76.4,21.232,21.156,20.652,21.169,20.39,19.615,4.52,4.629,4.789,1525.3,56.6,4444.8,93.78,2.33,No,Warning
7.513,5.803,7.007,6.157,6.463,74.55,70.64,71.05,77.49,74.61,23.395,23.709,24.041,23.63,23.587,23.648,4.905,4.519,4.778,1700.5,37.7,2650.5,85.44,3.7,,Failure
5.905,6.233,6.038,5.78,6.842,68.96,66.08,67.48,66.5,64.08,22.592,21.712,22.019,22.841,22.418,23.502,4.505,4.516,4.837,1414.9,,6071.4,85.15,12.26,No,Warning
7.224,7.821,8.088,7.449,6.83,62.9,65.54,61.16,63.46,61.95,23.586,22.262,22.002,22.896,22.692,21.62,4.585,4.593,4.76,1584.7,55.8,3954.9,84.96,2.23,Yes,Warning
8.413,7.534,8.004,7.586,8.588,56.22,58.49,61.82,58.16,63.85,20.87,20.275,20.616,20.714,21.492,21.065,4.453,4.487,4.722,1711.0,37.6,852.9,89.22,9.07,Yes,Warning
5.419,5.023,5.477,4.474,5.639,66.06,61.44,63.96,64.51,62.26,20.724,20.157,20.43,20.213,20.728,20.474,4.416,4.215,4.089,1527.2,52.5,1140.5,104.05,6.48,Yes,Normal
6.255,5.789,6.227,6.269,5.52,64.79,66.76,63.48,69.13,65.11,24.018,24.442,23.323,24.601,23.821,24.042,4.295,4.356,4.62,1644.5,49.9,1533.0,70.87,4.67,No,Warning
5.317,5.55,6.367,4.867,5.257,60.11,61.7,59.35,61.82,59.68,21.853,21.508,20.485,20.33,20.116,21.009,4.235,4.204,4.02,1405.8,46.1,1060.3,81.15,8.18,Yes,Normal
6.749,7.218,6.957,7.308,7.346,64.42,68.43,63.32,67.31,69.21,22.055,21.333,22.138,21.95,22.099,22.326,4.552,4.799,4.724,1446.4,38.9,9805.1,76.68,9.28,,Warning
6.367,6.274,6.809,6.288,5.96,69.71,,73.99,76.58,71.43,21.012,,21.216,20.81,20.474,21.117,5.107,4.692,4.85,1596.2,46.7,12659.4,82.94,12.21,No,Warning
4.665,4.559,5.397,6.343,4.524,62.25,60.34,57.83,60.88,60.04,20.394,21.5,21.108,21.267,19.969,20.38,4.076,3.971,4.271,1415.0,28.2,5171.7,106.4,13.38,No,Normal
8.116,8.31,7.16,6.735,6.946,60.93,62.95,63.23,62.47,67.26,21.64,22.134,21.106,21.421,22.145,21.749,4.573,4.511,4.586,1610.2,39.5,1684.2,97.04,11.23,No,Warning
8.073,7.823,6.868,7.865,6.634,58.79,63.63,64.45,60.56,66.37,21.607,23.501,22.968,20.698,21.556,20.975,4.404,4.295,4.877,1452.4,51.7,2556.3,87.19,0.85,No,Normal
6.88,7.32,7.331,6.928,6.939,72.22,73.63,78.8,73.0,76.32,20.95,21.877,22.038,21.44,21.625,21.536,4.801,4.91,5.114,1380.0,50.8,1409.9,98.98,2.61,No,Warning
5.563,6.958,5.656,6.584,5.783,74.0,73.89,71.0,70.64,73.32,23.916,23.715,24.467,22.668,23.747,23.934,5.041,4.694,4.769,1379.6,47.3,2176.2,64.69,8.7,No,Warning
5.469,6.16,5.364,6.337,5.536,64.05,60.99,63.58,59.62,61.87,22.701,23.412,24.469,23.553,24.576,23.547,3.922,4.34,4.347,1254.5,31.5,12820.1,77.47,10.58,Yes,Warning
7.153,5.641,6.344,6.172,6.59,68.72,68.0,63.84,69.52,67.08,21.101,21.115,22.312,22.894,21.294,21.991,4.618,4.846,4.474,1551.8,55.6,5027.9,81.69,1.0,Yes,Warning
7.133,6.683,7.007,6.9,6.428,74.11,75.12,73.39,80.28,71.27,23.607,22.763,23.067,23.561,23.51,23.174,5.087,4.658,4.81,1361.2,45.9,1312.6,91.78,11.0,Yes,Failure
7.103,6.407,7.527,7.402,7.054,64.64,63.3,66.14,65.42,68.07,21.669,22.156,22.708,21.845,21.271,22.277,4.583,4.756,4.355,1593.0,49.1,3774.3,99.97,1.36,No,Warning
6.725,6.874,6.519,6.943,6.853,67.97,69.69,68.32,65.3,70.77,21.768,20.689,20.162,19.967,20.122,20.852,4.936,4.543,4.681,1315.6,27.8,6314.4,81.24,13.37,No,Warning
5.735,6.366,32.41965116063817,6.606,5.79,69.21,69.98,70.21,72.38,72.81,22.471,22.838,23.154,22.101,21.552,22.725,4.879,4.921,4.802,1451.9,46.6,1050.0,,2.43,No,Warning
5.972,5.918,5.796,5.834,6.131,67.04,63.24,66.46,68.68,67.97,21.135,20.247,19.835,19.386,20.967,21.196,4.628,4.355,4.399,1371.1,42.2,3971.9,84.92,3.71,No,Warning
7.017,8.608,7.458,8.028,7.997,76.41,73.19,71.53,76.06,72.3,22.121,21.961,21.532,20.318,21.432,20.762,4.954,4.961,4.88,1427.7,46.4,3063.9,95.82,13.12,No,Warning
5.596,5.61,5.673,6.238,6.826,60.61,59.45,63.47,61.47,64.33,22.414,22.286,21.645,22.285,22.274,23.165,4.344,4.501,4.228,1689.6,55.3,1917.7,80.15,1.05,No,Normal
4.877,6.0,5.795,6.135,5.2,62.7,65.18,60.27,68.79,62.57,22.07,21.539,20.645,22.211,21.342,21.475,4.151,4.321,4.481,1426.6,56.5,1200.3,78.53,14.6,Yes,Normal
5.111,5.317,4.592,5.848,4.609,74.94,71.94,72.28,70.8,72.5,20.564,20.722,21.378,20.686,21.605,20.601,4.305,4.505,4.56,1593.2,,6279.0,89.35,9.34,No,Normal
7.279,6.789,7.04,6.645,6.716,73.9,71.08,67.62,71.24,67.79,20.484,21.26,20.642,20.696,21.328,20.423,4.864,4.703,4.842,1582.1,54.5,2023.3,95.77,0.85,No,Normal
6.24,5.386,6.231,5.628,5.98,67.42,66.64,63.94,68.31,70.58,21.818,22.226,21.796,21.262,21.444,21.538,4.226,4.302,4.64,1400.4,49.4,986.6,101.91,1.2,No,Warning
7.668,7.593,7.833,7.107,7.884,68.55,67.34,69.1,67.78,70.17,23.031,22.84,23.314,23.188,22.453,23.053,4.64,4.692,4.808,1662.8,56.9,1319.4,76.73,1.46,Yes,Warning
6.173,4.89,4.905,4.649,5.223,68.16,71.48,68.44,67.97,62.63,21.828,21.99,21.341,21.397,21.814,21.95,4.618,4.536,4.478,1421.6,54.3,2360.2,,13.55,No,Normal
7.024,7.428,6.676,7.67,7.111,71.97,70.9,74.88,70.32,70.84,22.324,23.508,22.929,23.144,22.064,22.559,5.217,5.06,4.826,1549.4,,10109.3,69.49,8.06,No,Failure
5.016,5.943,5.74,6.807,6.161,67.09,65.26,64.2,72.7,65.14,24.949,24.619,23.583,24.576,23.606,24.458,4.527,4.462,4.771,1436.8,41.8,5919.7,73.98,8.07,No,Warning
5.982,5.328,5.584,6.109,5.583,63.35,70.08,65.49,65.43,66.91,21.879,21.631,22.597,21.017,22.518,21.526,4.64,4.519,4.422,1500.4,23.2,5530.0,64.82,10.41,No,Warning
5.87,5.46,34.508909298054604,5.368,4.861,62.06,59.35,58.33,62.81,65.56,21.974,21.978,21.975,21.871,22.171,22.375,4.112,4.26,4.041,1575.9,64.4,2688.7,88.31,7.41,Yes,Normal
6.871,7.864,6.954,6.271,7.539,78.41,70.06,76.88,73.06,75.51,20.894,19.961,20.823,21.771,20.088,20.669,4.92,4.604,5.151,1528.7,58.8,6977.0,91.21,13.26,Yes,Warning
5.904,4.761,4.783,6.496,5.877,63.47,62.76,64.8,61.54,63.54,21.5,22.083,21.392,20.442,20.994,21.41,4.391,4.301,4.559,1646.3,31.2,1654.5,104.07,11.03,No,Normal
6.258,6.457,6.864,6.825,7.457,67.49,65.12,63.54,62.02,62.06,23.276,23.062,22.624,22.874,23.994,24.244,4.53,4.516,4.43,1606.9,44.0,6963.6,70.21,10.41,No,Failure
7.453,8.257,49.56497213999673,7.412,8.311,65.21,65.63,57.74,65.55,63.45,22.493,21.507,21.247,21.258,21.868,21.262,4.798,4.897,4.695,1624.5,41.9,4421.7,89.63,9.16,No,Warning
6.616,7.392,6.737,6.095,7.179,71.48,72.43,68.55,69.86,71.08,20.907,22.329,21.947,20.7,21.751,22.123,4.774,4.845,4.877,1478.3,35.6,3667.0,86.71,9.77,Yes,Warning
6.213,7.02,6.148,6.587,6.74,72.59,67.66,73.39,74.08,73.1,22.255,22.47,21.847,22.391,22.35,22.893,5.111,5.032,4.902,1532.9,37.9,2359.0,76.1,2.63,No,Warning
7.099,7.104,7.031,6.707,6.473,67.16,67.76,66.98,65.47,68.54,20.342,19.52,20.155,19.043,20.299,20.032,4.555,4.857,4.68,1435.8,42.3,1290.4,79.5,13.96,No,Normal
6.692,5.53,6.286,5.945,5.684,66.36,67.7,66.93,65.51,66.71,20.352,20.479,20.7,18.943,20.56,20.897,4.5,4.311,4.633,1574.1,44.7,2380.4,83.95,13.51,Yes,Normal
5.599,4.877,4.334,4.635,5.61,60.52,62.69,64.45,65.4,65.39,21.332,21.719,22.082,20.902,22.667,21.586,4.31,4.296,4.484,1488.3,71.2,4626.8,88.38,9.96,Yes,Normal
5.83,6.523,6.108,5.869,5.642,77.17,75.88,70.72,76.76,75.0,19.895,20.904,20.219,21.044,20.925,22.091,4.628,5.01,4.979,1595.9,62.8,3091.8,99.62,10.63,No,Warning
7.164,8.114,6.815,6.632,6.492,72.37,74.6,71.38,75.46,70.01,24.065,24.303,23.914,24.438,24.667,24.164,4.882,4.874,4.981,1534.7,53.9,3821.6,69.57,4.24,No,Failure
6.642,6.99,5.813,7.097,6.945,62.94,60.88,68.96,69.27,58.48,21.366,21.271,20.871,20.635,20.166,20.472,4.512,4.445,4.4,1441.0,55.2,9276.5,106.02,3.03,No,Normal
7.398,7.81,7.162,6.875,6.996,62.82,63.1,67.57,63.92,63.58,20.61,20.544,20.651,21.178,20.501,20.907,4.594,4.432,4.462,1368.4,31.4,2740.0,95.23,13.06,Yes,Normal
6.478,6.327,6.674,6.703,6.55,66.84,67.46,62.63,68.49,67.13,23.38,23.191,22.429,22.842,22.61,24.069,4.692,4.659,4.196,1465.6,45.2,5400.7,79.58,10.58,No,Warning
5.953,7.936,8.536,6.934,7.788,66.41,73.18,71.66,66.56,72.16,21.881,22.276,22.421,23.211,22.825,23.343,4.87,4.69,4.813,1464.9,42.7,1352.0,79.89,8.56,No,Failure
6.973,6.369,5.543,5.918,7.228,65.91,64.72,73.88,67.02,68.51,23.281,22.034,22.884,21.957,23.327,23.438,4.579,4.815,4.713,1339.2,28.7,4391.2,90.08,12.92,Yes,Warning
5.272,5.738,5.543,5.175,5.485,74.59,70.0,75.19,70.31,71.65,23.66,23.039,23.975,23.56,23.756,23.108,4.554,4.461,4.531,1277.8,48.8,1343.2,81.45,13.58,No,Warning
6.328,6.332,4.805,6.26,6.163,71.05,68.14,67.69,72.58,68.34,20.83,23.291,22.053,22.014,22.017,21.488,4.391,4.361,4.72,1415.6,60.7,2170.4,89.03,11.54,No,Warning
7.617,7.166,41.73424980077687,7.383,6.775,68.46,67.37,63.54,66.92,67.8,23.795,24.302,24.029,23.473,22.529,24.668,5.025,4.706,5.035,1541.6,53.8,1596.4,84.31,14.42,No,Failure
7.102,8.417,7.84,7.686,7.694,66.55,64.04,61.42,65.34,63.97,20.299,22.506,22.182,21.583,21.447,20.944,4.839,4.743,4.896,1586.0,55.3,1055.6,87.64,6.35,No,Warning
5.989,5.485,6.345,5.099,5.623,69.01,74.44,70.74,73.04,72.89,21.308,19.028,20.437,20.657,19.176,20.671,4.714,4.682,4.464,1387.3,42.1,1425.8,98.61,0.84,No,Normal
5.965,4.947,6.081,5.42,5.088,71.76,73.17,72.5,69.09,69.34,21.287,22.116,22.442,22.281,21.335,21.936,4.613,4.803,4.725,1479.4,56.7,4952.4,82.59,2.73,No,Warning
6.518,6.168,6.717,6.865,6.813,75.66,78.4,70.49,75.14,72.72,20.346,20.596,19.369,19.681,19.399,19.421,4.826,5.061,5.047,1409.6,43.1,6671.9,105.14,7.48,No,Warning
7.067,7.127,6.994,6.97,6.175,60.46,58.8,58.41,61.24,61.65,24.008,24.463,22.815,24.211,23.671,23.456,4.508,4.109,4.562,1270.1,38.5,2153.6,59.96,1.16,No,Warning
5.949,5.46,5.521,5.303,4.681,68.55,68.47,68.34,68.42,71.57,23.225,22.856,24.109,24.781,23.93,23.15,4.291,4.601,4.29,1717.8,51.0,778.9,76.8,2.46,No,Warning
5.458,5.484,5.423,5.92,5.912,62.04,64.52,60.67,64.12,63.56,19.785,19.979,20.726,19.42,21.021,20.365,4.028,4.289,4.07,1518.7,33.5,589.6,93.98,2.64,No,Normal
5.962,4.972,5.431,4.904,5.904,62.02,61.28,61.14,67.65,62.0,21.938,22.186,22.161,22.561,22.671,21.847,4.044,4.192,4.606,1465.8,43.4,5224.5,74.07,9.65,No,Normal
6.964,6.554,5.873,5.941,6.121,74.11,73.36,76.05,72.9,74.18,21.489,21.292,21.404,21.437,20.871,21.155,4.844,5.339,4.231,1383.8,52.8,2818.0,84.67,6.44,No,Warning
7.377,7.302,8.082,7.638,6.845,69.85,72.46,74.01,72.49,72.22,23.196,24.371,22.317,24.108,24.234,23.669,5.083,4.926,4.597,1633.1,43.9,4684.5,68.72,9.77,No,Failure
6.151,5.835,5.637,6.537,5.817,66.58,67.1,63.14,66.62,65.18,21.804,20.902,20.266,21.071,21.149,20.966,4.539,4.406,4.168,1588.9,50.7,1125.7,88.84,11.72,No,Normal
5.17,5.602,5.086,6.335,6.442,65.41,64.6,58.16,59.45,58.94,22.341,22.168,22.778,21.701,22.882,23.034,4.553,4.315,4.353,1422.1,38.3,1081.5,91.9,3.75,No,Normal
7.967,7.831,8.318,8.053,7.645,66.74,,63.69,65.17,65.67,21.215,21.207,22.214,21.226,21.998,21.803,4.723,4.721,4.353,1399.1,38.4,1152.3,101.09,5.04,No,Warning
5.173,4.613,4.632,4.931,5.319,66.27,72.06,72.22,69.14,71.78,23.35,23.54,23.98,24.277,23.74,23.568,4.628,4.485,4.668,1636.4,48.4,7375.5,71.13,12.03,No,Warning
5.291,5.835,5.797,5.108,5.491,59.44,58.81,62.47,62.8,60.02,22.204,21.202,22.696,21.126,22.171,21.35,3.779,4.009,4.176,1476.5,54.0,1067.0,,8.01,Yes,Normal
4.483,5.146,5.821,5.26,5.925,73.25,72.2,77.24,70.45,70.31,22.223,22.397,21.733,23.581,22.782,22.253,4.47,4.63,4.729,1371.4,41.6,717.9,77.13,3.44,Yes,Normal
8.011,7.693,6.861,7.245,8.12,72.9,79.08,73.54,73.6,72.03,24.21,,22.332,23.754,22.555,22.893,5.269,4.702,5.356,1736.7,37.8,4908.1,77.25,12.96,No,Failure
6.358,6.097,5.627,6.306,7.01,70.18,64.87,71.6,69.81,69.55,22.663,22.301,22.676,22.04,21.021,22.494,4.697,4.554,4.456,1440.8,38.7,3479.5,78.35,1.49,No,Warning
6.445,6.502,46.69786121786343,7.614,6.79,71.29,70.57,70.62,72.62,69.77,23.578,23.365,23.748,24.369,23.871,23.746,4.672,5.067,4.181,1130.3,57.5,4307.0,75.11,14.62,No,Failure
5.535,6.17,6.074,6.107,6.504,61.69,62.51,59.21,59.5,59.42,21.859,22.896,20.699,23.083,21.43,21.407,4.043,4.317,4.34,1363.5,30.1,376.0,79.03,2.71,No,Normal
6.715,6.631,6.699,6.075,7.061,60.3,64.39,62.42,63.85,61.46,22.456,,22.79,22.599,22.58,21.738,4.242,3.844,4.442,1356.1,39.5,4293.4,79.49,5.5,No,Warning
8.599,7.391,7.154,7.14,8.016,63.87,63.99,60.85,64.87,58.04,23.401,21.123,22.943,21.943,22.536,22.133,4.792,4.712,4.665,1489.5,37.9,4169.2,75.12,3.17,No,Warning
6.222,6.441,7.098,5.663,6.076,66.32,69.11,64.29,66.98,62.17,21.56,22.155,22.515,21.941,21.851,21.192,4.473,4.316,4.567,1526.6,37.9,6879.3,87.73,10.48,No,Normal
7.608,7.729,8.259,7.191,7.481,79.43,75.47,73.88,75.48,77.85,20.489,19.729,20.908,21.029,20.455,20.137,5.157,5.279,4.987,1420.4,45.5,5638.2,104.24,9.11,Yes,Warning
6.097,6.985,6.452,5.853,6.913,76.12,77.03,70.82,75.01,73.92,22.081,20.833,21.102,21.654,22.181,22.448,4.856,4.835,5.188,1419.7,53.1,7376.3,77.39,10.82,No,Warning
5.715,6.465,6.191,5.479,7.141,78.06,74.25,71.95,73.49,69.55,20.83,21.414,21.345,21.651,22.435,22.519,4.756,4.555,4.853,1418.6,56.0,1341.8,84.13,13.88,No,Warning
