flight_id,month,day_of_week,dep_hour,airline,dep_airport,arr_airport,distance_km,weather_index,dep_congestion,arr_congestion,airline_reliability,is_rush_hour,is_weekend,is_peak_season,prev_delay_factor,is_delayed
10536,2,1,15,JJA,GMP,CJJ,467,0.2724,0.85,0.3,0.72,0,0,0,0.1596,0
10458,8,3,22,KAL,GMP,YNY,217,0.7519,0.85,0.2,0.85,0,0,1,0.2239,1
10176,6,0,14,KAL,TAE,KWJ,242,0.61,0.35,0.3,0.85,0,0,0,0.3141,1
11231,10,2,18,TWB,ICN,USN,377,,0.9,0.25,0.68,1,0,0,0.5204,0
10460,2,6,20,TWB,ICN,PUS,325,0.4386,0.9,0.6,0.68,1,1,0,0.5104,0
11167,1,4,14,KAL,ICN,YNY,198,0.7297,0.9,0.2,0.85,0,0,1,0.1131,0
10559,10,0,15,KAL,ICN,YNY,198,0.308,0.9,0.2,0.85,0,0,0,0.2697,1
11199,10,3,11,JJA,GMP,CJU,453,0.3976,0.85,0.55,0.72,0,0,0,0.3448,0
10621,6,5,7,TWB,ICN,PUS,325,0.3875,0.9,0.6,0.68,1,1,0,0.2147,1
10633,6,0,10,JJA,ICN,PUS,325,0.4899,0.9,0.6,0.72,0,0,0,0.3536,1
10671,12,2,22,KAL,ICN,KWJ,263,0.4106,0.9,0.3,0.85,0,0,1,0.2237,0
10600,8,2,19,JJA,ICN,CJJ,195,0.3602,0.9,0.3,0.72,1,0,1,0.0658,0
10597,7,1,9,ESR,ICN,TAE,240,0.6347,0.9,0.35,0.6,1,0,1,0.4569,1
10464,6,3,11,KAL,CJU,USN,253,0.5144,0.55,0.25,0.85,0,0,0,0.3135,0
10681,9,3,20,AAR,CJU,PUS,200,0.4768,0.55,0.6,0.8,1,0,0,0.3712,0
10327,3,1,7,TWB,ICN,USN,377,0.3579,0.9,0.25,0.68,1,0,0,0.13,0
10605,10,6,8,KAL,PUS,TAE,450,0.2417,0.6,0.35,0.85,1,1,0,0.3872,0
10637,3,5,14,AAR,ICN,KWJ,263,0.3308,0.9,0.3,0.8,0,1,0,0.2624,1
10586,12,1,13,TWB,ICN,TAE,240,0.3571,0.9,0.35,0.68,0,0,1,0.1881,1
11155,4,0,14,AAR,GMP,USN,308,0.5161,0.85,0.25,0.8,0,0,0,0.2989,0
10060,9,1,13,JJA,ICN,YNY,198,0.5287,0.9,0.2,0.72,0,0,0,0.2263,0
10014,10,1,14,JJA,GMP,YNY,306,0.2736,0.85,0.2,0.72,0,0,0,0.2054,0
11118,8,4,19,ESR,YNY,CJU,400,0.5009,0.2,0.55,0.6,1,0,1,0.1588,1
10727,9,3,14,JJA,PUS,CJJ,302,0.4702,0.6,0.3,0.72,0,0,0,0.2915,1
11029,7,6,11,TWB,ICN,CJJ,195,0.3061,0.9,0.3,0.68,0,1,1,0.1914,1
10686,10,5,10,ESR,USN,PUS,436,0.271,0.25,0.6,0.6,0,1,0,,0
10824,8,5,8,TWB,ICN,GMP,222,0.4575,0.9,0.85,0.68,1,1,1,0.2997,1
11281,9,6,13,KAL,TAE,CJU,295,0.1862,0.35,0.55,0.85,0,1,0,0.118,0
10323,8,1,12,TWB,ICN,USN,377,0.5186,0.9,0.25,0.68,0,0,1,0.1791,0
10442,4,6,12,TWB,GMP,USN,332,0.1812,0.85,0.25,0.68,0,1,0,0.1699,0
11345,3,6,13,AAR,ICN,CJU,467,0.507,0.9,0.55,0.8,0,1,0,0.3303,1
11266,1,4,20,AAR,ICN,TAE,240,0.6469,0.9,0.35,0.8,1,0,1,0.1646,1
10555,12,2,10,ESR,KWJ,PUS,205,0.7531,0.3,0.6,0.6,0,0,1,0.2288,1
10257,9,1,7,KAL,USN,PUS,239,0.3038,0.25,0.6,0.85,1,0,0,0.3842,0
10896,8,5,10,ESR,YNY,CJJ,265,0.3672,0.2,0.3,0.6,0,1,1,0.3254,0
11064,9,4,16,AAR,ICN,KWJ,263,0.1531,0.9,0.3,0.8,0,0,0,0.0709,0
11008,7,1,18,KAL,ICN,PUS,325,0.3284,0.9,0.6,0.85,1,0,1,0.1064,1
10073,6,4,9,AAR,CJU,USN,352,0.5783,0.55,0.25,0.8,1,0,0,0.0556,1
10258,2,4,14,AAR,GMP,PUS,328,0.4621,0.85,0.6,0.8,0,0,0,0.4905,0
11086,11,3,15,AAR,GMP,USN,244,0.4322,0.85,0.25,0.8,0,0,0,0.4705,0
10003,8,3,9,AAR,KWJ,CJJ,277,0.2816,0.3,0.3,0.8,1,0,1,0.4219,0
11265,3,0,9,AAR,ICN,CJU,467,7.517,0.9,0.55,0.8,1,0,0,0.2973,1
11084,7,2,18,KAL,ICN,CJU,467,0.5488,0.9,0.55,0.85,1,0,1,,1
10585,5,1,13,AAR,GMP,USN,272,0.2397,0.85,0.25,0.8,0,0,0,0.6304,1
10368,4,2,17,AAR,TAE,CJJ,415,0.4468,0.35,0.3,0.8,0,0,0,0.1312,0
11049,9,1,21,JJA,ICN,CJJ,195,0.1452,0.9,0.3,0.72,1,0,0,0.0396,0
10755,7,6,19,KAL,KWJ,CJJ,400,0.3701,0.3,0.3,0.85,1,1,1,0.2305,0
10480,2,6,8,KAL,PUS,GMP,328,0.403,0.6,0.85,0.85,1,1,0,0.4839,1
10842,8,2,15,AAR,PUS,USN,408,0.553,0.6,0.25,0.8,0,0,1,0.4472,1
11152,7,0,6,TWB,PUS,KWJ,205,0.553,0.6,0.3,0.68,0,0,1,0.5495,0
10118,2,2,20,TWB,TAE,KWJ,257,0.2732,0.35,0.3,0.68,1,0,0,0.3011,0
11331,6,0,15,AAR,ICN,PUS,325,0.2738,0.9,0.6,0.8,0,0,0,0.0731,0
10006,11,3,10,KAL,ICN,CJU,467,0.3532,0.9,0.55,0.85,0,0,0,,0
11295,12,3,14,AAR,ICN,USN,377,0.4597,0.9,0.25,0.8,0,0,1,0.2754,1
10930,7,4,20,AAR,ICN,KWJ,263,0.4484,0.9,0.3,0.8,1,0,1,0.1339,1
11074,7,5,8,KAL,GMP,KWJ,258,0.2683,0.85,0.3,0.85,1,1,1,0.0523,0
10928,4,0,10,KAL,YNY,USN,420,0.4479,0.2,0.25,0.85,0,0,0,,0
11125,11,0,16,KAL,CJU,KWJ,495,0.4653,0.55,0.3,0.85,0,0,0,0.2343,0
10446,8,1,15,AAR,CJU,USN,392,0.672,0.55,0.25,0.8,0,0,1,0.5237,1
10137,8,1,22,KAL,PUS,YNY,480,0.473,0.6,0.2,0.85,0,0,1,0.2905,0
10012,12,0,6,ESR,GMP,CJU,453,0.4253,0.85,0.55,0.6,0,0,1,0.1275,1
10932,9,2,15,KAL,GMP,KWJ,258,0.7471,0.85,0.3,0.85,0,0,0,0.2694,0
10333,4,0,15,AAR,PUS,YNY,384,0.3407,0.6,0.2,0.8,0,0,0,0.5282,0
10569,8,3,8,KAL,PUS,USN,456,0.3701,0.6,0.25,0.85,1,0,1,0.5097,1
10775,11,5,11,TWB,GMP,USN,491,0.169,0.85,0.25,0.68,0,1,0,0.0403,0
10632,4,4,20,AAR,GMP,PUS,328,0.3596,0.85,0.6,0.8,1,0,0,0.208,0
11333,6,2,10,AAR,GMP,TAE,228,0.6067,0.85,0.35,0.8,0,0,0,0.3606,1
10055,6,1,22,KAL,CJU,ICN,467,0.577,0.55,0.9,0.85,0,0,0,0.1284,0
10747,7,6,11,TWB,CJU,KWJ,494,0.4294,0.55,0.3,0.68,0,1,1,0.1715,0
10234,10,2,13,KAL,ICN,TAE,240,0.4859,0.9,0.35,0.85,0,0,0,0.432,0
10085,8,2,21,KAL,CJU,ICN,467,0.5878,0.55,0.9,0.85,1,0,1,0.2295,1
11090,2,0,11,AAR,ICN,TAE,240,,0.9,0.35,0.8,0,0,0,0.2053,0
10065,5,4,9,AAR,GMP,CJJ,443,0.1631,0.85,0.3,0.8,1,0,0,0.2559,1
10188,5,0,7,TWB,KWJ,TAE,297,0.5652,0.3,0.35,0.68,1,0,0,0.065,1
10693,12,5,19,ESR,PUS,TAE,200,0.3875,0.6,0.35,0.6,1,1,1,,1
10152,4,1,12,AAR,ICN,TAE,240,0.1456,,0.35,0.8,0,0,0,0.5727,0
11071,9,1,13,KAL,GMP,YNY,268,0.5392,0.85,0.2,0.85,0,0,0,0.4995,0
11253,1,5,18,AAR,ICN,TAE,240,0.4713,0.9,0.35,0.8,1,1,1,0.5135,1
10389,11,0,9,AAR,ICN,GMP,473,0.1971,0.9,0.85,0.8,1,0,0,0.3429,0
10138,1,0,21,AAR,YNY,USN,355,0.6471,0.2,0.25,0.8,1,0,1,,0
10173,10,1,19,AAR,YNY,GMP,432,0.3208,0.2,0.85,0.8,1,0,0,0.142,0
10531,8,2,20,JJA,PUS,TAE,497,0.6057,0.6,0.35,0.72,1,0,1,0.1717,1
10703,3,2,8,KAL,GMP,TAE,228,0.2663,0.85,0.35,0.85,1,0,0,0.42,0
10456,7,0,20,AAR,GMP,PUS,328,0.61,0.85,0.6,0.8,1,0,1,0.2821,1
11091,7,2,7,JJA,ICN,TAE,240,0.5235,0.9,0.35,0.72,1,0,1,0.2955,1
10595,4,2,9,ESR,ICN,KWJ,263,0.2685,0.9,0.3,0.6,1,0,0,,0
10886,9,5,9,JJA,CJJ,KWJ,281,0.2975,0.3,0.3,0.72,1,1,0,0.1188,0
10762,7,4,22,JJA,GMP,TAE,228,0.6259,,0.35,0.72,0,0,1,0.1543,1
10375,11,3,15,JJA,ICN,GMP,220,0.5188,0.9,0.85,0.72,0,0,0,0.2045,0
11262,12,6,20,JJA,ICN,YNY,198,0.3889,0.9,0.2,0.72,1,1,1,0.3425,1
10639,10,1,20,KAL,ICN,TAE,240,0.5146,0.9,0.35,0.85,1,0,0,0.2467,0
10161,12,2,9,KAL,CJU,YNY,427,0.4535,0.55,0.2,0.85,1,0,1,0.1166,1
10051,10,5,10,AAR,GMP,YNY,239,0.5251,0.85,0.2,0.8,0,1,0,0.296,1
11072,3,5,11,KAL,GMP,CJJ,365,0.4299,0.85,0.3,0.85,0,1,0,0.1187,1
10942,5,2,21,AAR,CJJ,YNY,391,0.4552,0.3,0.2,0.8,1,0,0,0.1623,0
10033,2,2,21,AAR,ICN,GMP,300,0.3648,0.9,0.85,0.8,1,0,0,0.1868,0
10239,4,6,21,KAL,KWJ,PUS,205,0.2301,0.3,0.6,0.85,1,1,0,0.4709,1
10630,5,5,21,AAR,GMP,USN,231,0.158,0.85,0.25,0.8,1,1,0,0.2811,0
10355,12,6,19,JJA,CJU,YNY,379,0.4635,0.55,0.2,0.72,1,1,1,0.325,1
10165,6,1,7,ESR,ICN,CJJ,195,0.4127,0.9,0.3,0.6,1,0,0,0.1532,0
10487,5,6,19,AAR,ICN,KWJ,263,0.2978,0.9,0.3,0.8,1,1,0,0.1275,0
10834,2,4,22,JJA,GMP,KWJ,258,0.2618,0.85,0.3,0.72,0,0,0,0.0725,0
11227,2,1,14,JJA,KWJ,PUS,205,0.4454,0.3,0.6,0.72,0,0,0,0.0929,0
11137,9,1,9,ESR,GMP,TAE,228,0.1957,0.85,0.35,0.6,1,0,0,0.3769,0
10296,7,2,16,KAL,GMP,CJJ,386,0.4741,0.85,0.3,0.85,0,0,1,0.4196,0
11280,11,0,8,JJA,GMP,YNY,327,0.1561,0.85,0.2,0.72,1,0,0,0.3131,1
10475,8,5,22,AAR,ICN,GMP,232,0.3442,0.9,0.85,0.8,0,1,1,0.2239,0
10910,2,6,17,JJA,KWJ,TAE,213,0.588,0.3,0.35,0.72,0,1,0,0.3787,0
10473,6,2,13,KAL,PUS,CJJ,353,0.3069,0.6,0.3,0.85,0,0,0,0.2589,0
11117,12,2,13,KAL,TAE,GMP,228,0.2342,0.35,0.85,0.85,0,0,1,0.1269,0
10684,12,4,21,KAL,GMP,KWJ,258,0.2906,0.85,0.3,0.85,1,0,1,0.2774,1
11274,9,6,10,AAR,ICN,GMP,473,0.3526,0.9,0.85,0.8,0,1,0,0.4835,1
10780,11,2,19,KAL,GMP,ICN,338,0.4308,0.85,0.9,0.85,1,0,0,0.2602,1
10098,9,6,15,KAL,GMP,TAE,228,0.3009,0.85,0.35,0.85,0,1,0,0.1506,0
10301,5,1,19,ESR,TAE,PUS,466,0.3704,0.35,0.6,0.6,1,0,0,,1
10577,12,2,7,JJA,CJJ,YNY,489,0.3932,0.3,0.2,0.72,1,0,1,0.1782,1
10940,7,2,16,KAL,ICN,YNY,198,0.4737,0.9,0.2,0.85,0,0,1,0.4883,0
10969,12,5,13,AAR,ICN,CJJ,195,0.4596,0.9,0.3,0.8,0,1,1,0.3375,1
10551,10,3,11,JJA,GMP,CJU,453,0.4133,0.85,0.55,0.72,0,0,0,0.3159,1
10309,4,5,16,KAL,GMP,YNY,268,0.2034,0.85,0.2,0.85,0,1,0,0.1925,0
11180,1,4,6,ESR,ICN,CJU,467,0.7809,0.9,0.55,0.6,0,0,1,0.143,1
10704,3,6,22,AAR,ICN,TAE,240,0.5749,0.9,0.35,0.8,0,1,0,0.3006,1
10794,10,4,18,AAR,GMP,CJU,453,0.4452,0.85,0.55,0.8,1,0,0,0.538,0
10434,2,6,7,KAL,CJJ,ICN,195,0.4147,0.3,0.9,0.85,1,1,0,0.2451,0
10583,2,5,22,KAL,CJJ,USN,225,0.7185,0.3,0.25,0.85,0,1,0,0.1178,0
10114,6,0,22,TWB,ICN,YNY,198,0.3036,0.9,0.2,0.68,0,0,0,0.1457,0
11038,1,6,14,KAL,PUS,CJU,200,0.4307,0.6,0.55,0.85,0,1,1,0.2116,0
11107,3,5,7,ESR,PUS,CJJ,449,0.6383,0.6,0.3,0.6,1,1,0,0.1478,0
10922,7,2,9,AAR,GMP,USN,380,0.384,0.85,0.25,0.8,1,0,1,0.3053,1
11234,9,4,18,JJA,ICN,GMP,246,0.2062,0.9,0.85,0.72,1,0,0,0.0678,1
10568,3,3,17,JJA,ICN,CJJ,195,0.1719,0.9,0.3,0.72,0,0,0,0.1815,0
10620,2,1,6,KAL,ICN,KWJ,263,0.4838,0.9,0.3,0.85,0,0,0,0.5766,1
10493,10,5,17,KAL,ICN,USN,377,0.5116,0.9,0.25,0.85,0,1,0,0.4573,1
10386,2,5,12,JJA,YNY,KWJ,375,0.4701,0.2,0.3,0.72,0,1,0,0.5421,0
10282,6,6,7,AAR,ICN,GMP,488,0.4172,0.9,0.85,0.8,1,1,0,,1
11054,12,3,10,JJA,ICN,GMP,445,0.3402,0.9,0.85,0.72,0,0,1,0.3329,0
10484,10,0,6,AAR,PUS,CJU,200,0.3441,0.6,0.55,0.8,0,0,0,0.076,0
10283,9,0,19,AAR,GMP,KWJ,258,0.2941,0.85,0.3,0.8,1,0,0,0.0687,0
10438,12,0,14,KAL,GMP,YNY,381,0.475,0.85,0.2,0.85,0,0,1,0.0434,0
10720,8,2,10,AAR,ICN,YNY,198,0.5448,0.9,0.2,0.8,0,0,1,0.1433,0
10549,7,5,8,TWB,KWJ,TAE,268,0.5422,0.3,0.35,0.68,1,1,1,0.3219,1
10973,6,2,15,KAL,TAE,USN,316,0.494,0.35,0.25,0.85,0,0,0,0.0761,0
11326,3,4,8,KAL,USN,GMP,246,0.2851,0.25,0.85,0.85,1,0,0,0.1872,0
10694,12,5,9,KAL,KWJ,PUS,205,0.8212,0.3,0.6,0.85,1,1,1,0.1512,1
11126,11,2,21,KAL,ICN,KWJ,263,0.3514,0.9,0.3,0.85,1,0,0,0.0758,1
10809,5,5,6,TWB,GMP,KWJ,258,0.5174,0.85,0.3,0.68,0,1,0,0.3886,1
11327,9,6,9,KAL,GMP,TAE,228,0.4303,0.85,0.35,0.85,1,1,0,0.1088,1
11171,8,3,6,AAR,ICN,TAE,240,0.4453,0.9,0.35,0.8,0,0,1,0.1226,1
11317,9,1,10,TWB,ICN,YNY,198,0.1359,0.9,0.2,0.68,0,0,0,0.3946,0
10122,9,4,20,KAL,PUS,USN,405,0.576,0.6,0.25,0.85,1,0,0,0.1283,0
11105,4,5,6,ESR,USN,YNY,352,0.6281,0.25,0.2,0.6,0,1,0,0.0881,0
11209,4,0,9,KAL,YNY,GMP,352,0.3758,0.2,0.85,0.85,1,0,0,0.2654,1
10017,7,2,13,TWB,PUS,CJJ,426,0.4483,0.6,0.3,0.68,0,0,1,0.0782,1
10018,2,3,17,JJA,USN,GMP,267,6.4005,0.25,0.85,0.72,0,0,0,0.2696,0
11041,9,3,9,AAR,CJU,USN,359,0.3583,0.55,0.25,0.8,1,0,0,0.3211,0
11242,10,2,11,KAL,ICN,GMP,493,0.1363,0.9,0.85,0.85,0,0,0,0.3723,0
10893,7,3,22,TWB,CJU,USN,411,0.4941,0.55,0.25,0.68,0,0,1,0.0711,1
10777,6,2,15,AAR,GMP,CJU,453,0.3668,0.85,0.55,0.8,0,0,0,0.5552,0
10294,4,4,20,AAR,GMP,PUS,328,0.3622,0.85,0.6,0.8,1,0,0,0.6225,0
10703,3,2,8,KAL,GMP,TAE,228,0.2663,0.85,0.35,0.85,1,0,0,0.42,0
11016,11,0,10,AAR,ICN,TAE,240,0.4422,0.9,0.35,0.8,0,0,0,0.2297,0
10107,10,6,10,TWB,PUS,USN,468,,0.6,0.25,0.68,0,1,0,0.0657,0
10024,12,2,12,KAL,PUS,CJJ,432,0.3998,0.6,0.3,0.85,0,0,1,0.3351,0
10070,6,3,22,ESR,TAE,YNY,419,0.355,0.35,0.2,0.6,0,0,0,0.3186,0
10859,9,1,8,AAR,CJU,ICN,467,0.5797,0.55,0.9,0.8,1,0,0,0.2842,0
10426,3,0,21,JJA,ICN,CJJ,195,0.3835,0.9,0.3,0.72,1,0,0,0.1225,0
10882,11,0,19,ESR,ICN,CJJ,195,0.299,0.9,0.3,0.6,1,0,0,0.2327,1
10937,2,6,15,ESR,CJU,GMP,453,0.5329,0.55,0.85,0.6,0,1,0,0.1085,0
10104,1,1,7,KAL,CJJ,CJU,372,0.4481,0.3,0.55,0.85,1,0,1,0.1436,1
10556,7,1,9,KAL,GMP,USN,373,0.3479,0.85,0.25,0.85,1,0,1,0.52,1
11186,4,6,13,AAR,YNY,USN,489,0.5381,0.2,0.25,0.8,0,1,0,0.2001,0
11031,6,1,18,AAR,GMP,CJU,453,0.6814,0.85,0.55,0.8,1,0,0,0.43,1
10802,4,2,16,AAR,PUS,ICN,325,0.3767,0.6,0.9,0.8,0,0,0,0.3681,0
11154,11,0,11,KAL,ICN,KWJ,263,0.3851,0.9,0.3,0.85,0,0,0,,0
10075,9,1,15,KAL,CJU,TAE,295,0.4162,0.55,0.35,0.85,0,0,0,0.0461,0
10508,3,4,19,JJA,PUS,USN,308,0.3778,0.6,0.25,0.72,1,0,0,0.5639,0
11257,3,3,14,KAL,GMP,CJJ,370,0.4697,0.85,0.3,0.85,0,0,0,0.2202,0
10219,6,6,20,KAL,ICN,PUS,325,0.4663,0.9,0.6,0.85,1,1,0,0.3298,1
11230,4,3,18,KAL,PUS,CJU,200,,0.6,0.55,0.85,1,0,0,0.0952,0
11297,4,3,6,AAR,ICN,KWJ,263,0.2655,0.9,0.3,0.8,0,0,0,0.4974,0
10266,7,1,16,ESR,ICN,CJJ,195,0.339,0.9,0.3,0.6,0,0,1,0.3067,1
11104,2,3,6,JJA,CJU,KWJ,336,0.4626,0.55,0.3,0.72,0,0,0,0.1395,0
10736,9,4,16,JJA,ICN,CJU,467,0.6195,0.9,0.55,0.72,0,0,0,0.1168,1
10435,6,5,18,AAR,CJU,GMP,453,0.8675,0.55,0.85,0.8,1,1,0,0.2697,1
10111,4,5,14,AAR,PUS,KWJ,205,0.2995,0.6,0.3,0.8,0,1,0,0.0577,0
10952,4,1,7,JJA,ICN,CJU,467,0.4131,0.9,0.55,0.72,1,0,0,0.083,0
10041,2,2,9,ESR,ICN,PUS,325,0.4386,0.9,0.6,0.6,1,0,0,0.1823,1
11042,11,1,11,AAR,GMP,CJJ,339,0.2221,0.85,0.3,0.8,0,0,0,0.6429,0
10277,6,4,14,TWB,ICN,YNY,198,0.744,0.9,0.2,0.68,0,0,0,0.53,1
10340,12,0,9,JJA,TAE,CJJ,463,0.4101,0.35,0.3,0.72,1,0,1,0.376,1
10923,6,2,11,TWB,GMP,CJU,453,0.4689,0.85,0.55,0.68,0,0,0,0.2366,0
10953,8,3,12,JJA,PUS,CJJ,363,0.9494,0.6,0.3,0.72,0,0,1,,0
10186,6,0,8,ESR,PUS,KWJ,205,0.7104,0.6,0.3,0.6,1,0,0,0.28,0
11226,12,2,15,ESR,PUS,CJJ,203,0.5566,0.6,0.3,0.6,0,0,1,0.6526,1
10800,6,5,13,ESR,CJU,KWJ,318,0.68,0.55,0.3,0.6,0,1,0,0.1585,0
11061,10,3,8,AAR,GMP,KWJ,258,0.3282,0.85,0.3,0.8,1,0,0,0.564,0
10062,9,3,13,AAR,ICN,KWJ,263,0.5193,0.9,0.3,0.8,0,0,0,0.0391,1
10579,11,1,22,TWB,PUS,USN,231,0.4955,0.6,0.25,0.68,0,0,0,0.0433,0
10656,7,0,13,TWB,GMP,KWJ,258,0.5834,0.85,0.3,0.68,0,0,1,0.1543,1
11102,6,6,15,AAR,GMP,USN,304,0.8504,0.85,0.25,0.8,0,1,0,0.3073,1
10388,10,0,8,AAR,ICN,YNY,198,0.1897,0.9,0.2,0.8,1,0,0,0.1033,0
10128,10,2,22,TWB,ICN,PUS,325,0.2204,0.9,0.6,0.68,0,0,0,0.2082,1
11251,3,6,12,TWB,PUS,TAE,231,0.2354,0.6,0.35,0.68,0,1,0,0.2849,0
10252,6,5,14,JJA,TAE,GMP,228,0.3981,0.35,0.85,0.72,0,1,0,0.3523,1
11197,9,5,15,TWB,TAE,PUS,218,0.2765,0.35,0.6,0.68,0,1,0,0.1083,0
10869,6,2,18,JJA,GMP,ICN,386,0.4415,0.85,0.9,0.72,1,0,0,0.3728,1
10308,7,6,13,TWB,GMP,TAE,228,0.7376,0.85,0.35,0.68,0,1,1,0.2138,1
10194,5,3,21,ESR,CJU,PUS,200,0.5462,0.55,0.6,0.6,1,0,0,0.2595,0
10647,6,3,16,AAR,ICN,YNY,198,0.5432,0.9,0.2,0.8,0,0,0,0.2293,0
10503,12,3,19,ESR,CJJ,ICN,195,0.5626,0.3,0.9,0.6,1,0,1,0.167,1
10034,7,6,9,KAL,GMP,PUS,328,0.6917,0.85,0.6,0.85,1,1,1,0.312,1
11270,1,6,16,AAR,ICN,USN,377,0.3167,0.9,0.25,0.8,0,1,1,0.2707,0
10783,2,3,19,JJA,ICN,PUS,325,0.4483,0.9,0.6,0.72,1,0,0,0.439,0
10058,2,6,16,JJA,YNY,CJU,478,0.4644,0.2,0.55,0.72,0,1,0,0.1549,0
10841,4,2,18,KAL,ICN,CJU,467,0.2397,0.9,0.55,0.85,1,0,0,0.3278,0
10359,2,1,12,KAL,GMP,PUS,328,0.3782,0.85,0.6,0.85,0,0,0,0.2114,0
10046,12,4,12,TWB,TAE,KWJ,435,0.6475,0.35,0.3,0.68,0,0,1,,1
11106,3,3,20,AAR,GMP,CJJ,337,0.6015,0.85,0.3,0.8,1,0,0,0.2533,0
11056,12,5,11,KAL,ICN,CJU,467,0.5206,0.9,0.55,0.85,0,1,1,0.0815,0
10862,12,5,8,KAL,GMP,ICN,401,0.3317,0.85,0.9,0.85,1,1,1,0.1851,1
10069,1,6,14,KAL,GMP,YNY,310,0.553,0.85,0.2,0.85,0,1,1,0.253,1
10319,12,3,16,KAL,GMP,CJJ,287,0.5157,0.85,0.3,0.85,0,0,1,0.3655,1
10292,4,0,16,KAL,ICN,TAE,240,0.2864,0.9,0.35,0.85,0,0,0,0.4083,0
10047,6,4,9,AAR,ICN,TAE,240,0.336,0.9,0.35,0.8,1,0,0,0.1675,0
10278,10,4,21,AAR,ICN,USN,377,0.3297,0.9,0.25,0.8,1,0,0,0.4367,0
11282,9,4,7,KAL,TAE,YNY,335,0.2609,0.35,0.2,0.85,1,0,0,0.2726,0
10298,6,4,11,AAR,ICN,KWJ,263,0.4001,0.9,0.3,0.8,0,0,0,0.1695,0
10225,9,1,13,AAR,GMP,TAE,228,0.2629,0.85,0.35,0.8,0,0,0,0.2391,0
11012,10,5,22,JJA,ICN,USN,377,0.45,0.9,0.25,0.72,0,1,0,0.3182,0
10984,8,5,15,KAL,GMP,TAE,228,0.7635,0.85,0.35,0.85,0,1,1,0.6226,1
10365,2,4,18,KAL,GMP,KWJ,258,0.5744,0.85,0.3,0.85,1,0,0,0.376,0
10980,7,1,18,KAL,KWJ,CJU,225,0.5521,0.3,0.55,0.85,1,0,1,0.2726,1
10367,6,4,20,TWB,ICN,PUS,325,0.4836,0.9,0.6,0.68,1,0,0,0.2314,1
10001,2,0,20,AAR,GMP,USN,355,0.5592,0.85,0.25,0.8,1,0,0,0.2301,0
10067,11,4,12,TWB,ICN,TAE,240,0.1604,0.9,0.35,0.68,0,0,0,0.0909,0
10888,3,1,17,AAR,ICN,GMP,370,0.1719,0.9,0.85,0.8,0,0,0,0.0654,0
10032,3,1,14,ESR,GMP,PUS,328,0.2517,0.85,0.6,0.6,0,0,0,0.1407,1
10768,6,3,10,JJA,ICN,KWJ,263,0.7309,0.9,0.3,0.72,0,0,0,0.4305,1
11134,10,2,17,ESR,CJU,TAE,295,0.5856,0.55,0.35,0.6,0,0,0,0.2071,0
10029,7,3,15,TWB,KWJ,PUS,205,0.4638,0.3,0.6,0.68,0,0,1,0.5041,1
10295,7,0,19,ESR,GMP,KWJ,258,0.4159,0.85,0.3,0.6,1,0,1,0.2516,1
11145,4,2,21,JJA,ICN,CJJ,195,0.2722,0.9,0.3,0.72,1,0,0,0.3119,1
10114,6,0,22,TWB,ICN,YNY,198,0.3036,0.9,0.2,0.68,0,0,0,0.1457,0
10246,2,1,7,JJA,PUS,CJJ,328,0.3359,0.6,0.3,0.72,1,0,0,0.4073,1
10416,9,6,14,ESR,ICN,USN,377,0.54,0.9,0.25,0.6,0,1,0,0.2991,1
10770,5,4,20,TWB,GMP,USN,273,0.5118,0.85,0.25,0.68,1,0,0,0.1005,1
10162,8,1,21,TWB,ICN,CJJ,195,0.511,0.9,0.3,0.68,1,0,1,0.4403,1
10679,7,3,20,TWB,GMP,PUS,328,0.4178,0.85,0.6,0.68,1,0,1,0.1876,1
10412,3,2,18,JJA,USN,CJJ,366,0.5933,0.25,0.3,0.72,1,0,0,0.3073,1
11116,6,1,7,AAR,GMP,YNY,222,0.6269,0.85,0.2,0.8,1,0,0,0.1585,0
10981,8,0,18,TWB,PUS,KWJ,205,0.3626,0.6,0.3,0.68,1,0,1,0.467,1
10878,9,6,20,KAL,ICN,TAE,240,0.5109,0.9,0.35,0.85,1,1,0,,1
11293,6,1,8,KAL,ICN,TAE,240,,0.9,0.35,0.85,1,0,0,0.1394,0
10002,10,2,19,TWB,ICN,CJU,467,0.167,0.9,0.55,0.68,1,0,0,0.4273,0
10248,5,5,14,TWB,GMP,PUS,328,0.2023,0.85,0.6,0.68,0,1,0,0.368,0
11276,9,4,17,ESR,CJU,GMP,453,0.2859,0.55,0.85,0.6,0,0,0,0.1951,0
10666,9,2,18,ESR,GMP,KWJ,258,0.1706,0.85,0.3,0.6,1,0,0,0.1958,1
11319,6,0,9,KAL,TAE,PUS,232,0.288,0.35,0.6,0.85,1,0,0,0.2807,0
11036,9,6,9,JJA,GMP,CJU,453,0.2379,0.85,0.55,0.72,1,1,0,0.4009,1
11272,2,2,21,TWB,KWJ,CJJ,462,0.7928,0.3,0.3,0.68,1,0,0,0.1281,1
10093,11,6,18,KAL,ICN,CJU,467,0.2214,0.9,0.55,0.85,1,1,0,0.093,1
10382,12,6,19,JJA,ICN,USN,377,0.3862,0.9,0.25,0.72,1,1,1,0.0144,1
10115,7,5,9,TWB,GMP,YNY,205,0.3214,0.85,0.2,0.68,1,1,1,0.2234,1
10996,8,1,16,AAR,ICN,GMP,452,0.5135,0.9,0.85,0.8,0,0,1,,0
